0.5714, 0.5591, 0.5511, 0.5441, 0.5347, 0.5279, 0.5221, 0.5134, 0.5023, 0.4883, 0.4745, 0.4597, 0.4459, 0.4259, 0.4026, 0.3804, 0.3512, 0.3132, 0.2843, 0.2581, 0.2340, 0.2141, 0.1929, 0.1707, 0.1548, 0.1376, 0.1225, 0.1087, 0.0987, 0.0852, 0.0672, 0.0538, 0.0438, 0.0328, 0.0294, 0.0303, 0.0305, 0.0284, 0.0280, 0.0281, 0.0267, 0.0254, 0.0236, 0.0235, 0.0251, 0.0200, 0.0165, 0.0137, 0.0163, 0.0164, 0.0126, 0.0109, 0.0111, 0.0125, 0.0139, 0.0131, 0.0122, 0.0115, 0.0108, 0.0095, 0.0086, 0.0080, 0.0059, 0.0049, 0.0046, 0.0040, 0.0034, 0.0029, 0.0026, 0.0021, 0.0015, 0.0012, 0.0011, 0.0012, 0.0012, 0.0011, 0.0014, 0.0014, 0.0013, 0.0010, 0.0009, 0.0009, 0.0006, 0.0004, 0.0003, 0.0001, 0.0001, 0.0003, 0.0005, 0.0006
0.6016, 0.5891, 0.5728, 0.5600, 0.5492, 0.5404, 0.5328, 0.5267, 0.5201, 0.5102, 0.5047, 0.4995, 0.4896, 0.4810, 0.4656, 0.4495, 0.4325, 0.4105, 0.3917, 0.3715, 0.3511, 0.3294, 0.3064, 0.2803, 0.2486, 0.2194, 0.1889, 0.1561, 0.1320, 0.1082, 0.0857, 0.0650, 0.0512, 0.0406, 0.0340, 0.0302, 0.0277, 0.0252, 0.0231, 0.0226, 0.0220, 0.0208, 0.0190, 0.0173, 0.0165, 0.0151, 0.0136, 0.0106, 0.0103, 0.0092, 0.0078, 0.0074, 0.0075, 0.0076, 0.0076, 0.0075, 0.0072, 0.0065, 0.0059, 0.0055, 0.0051, 0.0052, 0.0046, 0.0040, 0.0038, 0.0036, 0.0034, 0.0032, 0.0029, 0.0025, 0.0017, 0.0016, 0.0013, 0.0009, 0.0010, 0.0007, 0.0007, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0005, 0.0007, 0.0009, 0.0010
0.4770, 0.4744, 0.4704, 0.4640, 0.4613, 0.4556, 0.4528, 0.4511, 0.4470, 0.4399, 0.4227, 0.4132, 0.4082, 0.4001, 0.3897, 0.3763, 0.3635, 0.3474, 0.3316, 0.3164, 0.2953, 0.2717, 0.2452, 0.2257, 0.1981, 0.1716, 0.1509, 0.1257, 0.1050, 0.0912, 0.0804, 0.0729, 0.0647, 0.0570, 0.0518, 0.0483, 0.0458, 0.0401, 0.0343, 0.0308, 0.0285, 0.0274, 0.0266, 0.0247, 0.0231, 0.0219, 0.0210, 0.0191, 0.0181, 0.0166, 0.0149, 0.0143, 0.0137, 0.0132, 0.0126, 0.0120, 0.0115, 0.0111, 0.0107, 0.0101, 0.0100, 0.0099, 0.0091, 0.0082, 0.0075, 0.0069, 0.0064, 0.0057, 0.0052, 0.0050, 0.0048, 0.0048, 0.0045, 0.0040, 0.0032, 0.0026, 0.0023, 0.0022, 0.0021, 0.0019, 0.0018, 0.0019, 0.0020, 0.0023, 0.0029, 0.0034, 0.0038, 0.0038, 0.0044, 0.0045
0.3175, 0.3171, 0.3126, 0.3087, 0.3088, 0.3072, 0.3025, 0.2987, 0.2953, 0.2921, 0.2836, 0.2708, 0.2643, 0.2558, 0.2468, 0.2387, 0.2306, 0.2208, 0.2061, 0.1938, 0.1798, 0.1701, 0.1593, 0.1512, 0.1449, 0.1384, 0.1331, 0.1278, 0.1213, 0.1153, 0.1102, 0.1056, 0.1013, 0.0967, 0.0931, 0.0901, 0.0863, 0.0812, 0.0767, 0.0729, 0.0698, 0.0667, 0.0642, 0.0615, 0.0578, 0.0540, 0.0508, 0.0473, 0.0442, 0.0417, 0.0395, 0.0385, 0.0371, 0.0349, 0.0333, 0.0310, 0.0292, 0.0272, 0.0244, 0.0233, 0.0219, 0.0208, 0.0197, 0.0189, 0.0181, 0.0174, 0.0170, 0.0162, 0.0158, 0.0151, 0.0145, 0.0141, 0.0129, 0.0122, 0.0120, 0.0118, 0.0116, 0.0106, 0.0104, 0.0101, 0.0091, 0.0092, 0.0097, 0.0089, 0.0073, 0.0049, 0.0041, 0.0033, 0.0027, 0.0026
0.1575, 0.1552, 0.1522, 0.1490, 0.1421, 0.1318, 0.1266, 0.1206, 0.1165, 0.1126, 0.1078, 0.1014, 0.0944, 0.0886, 0.0854, 0.0829, 0.0794, 0.0748, 0.0699, 0.0628, 0.0573, 0.0536, 0.0482, 0.0433, 0.0410, 0.0387, 0.0374, 0.0357, 0.0331, 0.0307, 0.0288, 0.0276, 0.0268, 0.0255, 0.0242, 0.0229, 0.0222, 0.0214, 0.0209, 0.0201, 0.0193, 0.0187, 0.0180, 0.0168, 0.0153, 0.0138, 0.0128, 0.0120, 0.0115, 0.0110, 0.0105, 0.0100, 0.0092, 0.0080, 0.0075, 0.0072, 0.0068, 0.0060, 0.0047, 0.0042, 0.0042, 0.0044, 0.0046, 0.0045, 0.0045, 0.0044, 0.0043, 0.0041, 0.0039, 0.0037, 0.0034, 0.0033, 0.0032, 0.0032, 0.0030, 0.0029, 0.0027, 0.0025, 0.0024, 0.0024, 0.0023, 0.0022, 0.0022, 0.0021, 0.0019, 0.0016, 0.0015, 0.0014, 0.0011, 0.0009
0.1176, 0.1169, 0.1140, 0.1105, 0.1021, 0.0971, 0.0935, 0.0879, 0.0837, 0.0798, 0.0742, 0.0700, 0.0652, 0.0608, 0.0581, 0.0554, 0.0531, 0.0503, 0.0475, 0.0458, 0.0429, 0.0402, 0.0383, 0.0359, 0.0344, 0.0330, 0.0317, 0.0304, 0.0293, 0.0282, 0.0268, 0.0253, 0.0241, 0.0228, 0.0215, 0.0202, 0.0193, 0.0189, 0.0184, 0.0174, 0.0162, 0.0155, 0.0146, 0.0136, 0.0126, 0.0123, 0.0116, 0.0113, 0.0110, 0.0107, 0.0104, 0.0101, 0.0096, 0.0093, 0.0090, 0.0087, 0.0086, 0.0093, 0.0095, 0.0099, 0.0094, 0.0084, 0.0083, 0.0077, 0.0068, 0.0063, 0.0056, 0.0051, 0.0049, 0.0047, 0.0044, 0.0042, 0.0037, 0.0033, 0.0030, 0.0029, 0.0028, 0.0025, 0.0022, 0.0019, 0.0019, 0.0023, 0.0026, 0.0029, 0.0026, 0.0022, 0.0020, 0.0020, 0.0013, 0.0009
0.1199, 0.1145, 0.1099, 0.1066, 0.0973, 0.0888, 0.0847, 0.0788, 0.0730, 0.0673, 0.0605, 0.0542, 0.0475, 0.0418, 0.0373, 0.0344, 0.0325, 0.0305, 0.0290, 0.0273, 0.0248, 0.0231, 0.0226, 0.0222, 0.0212, 0.0205, 0.0202, 0.0196, 0.0192, 0.0189, 0.0185, 0.0185, 0.0177, 0.0172, 0.0168, 0.0167, 0.0159, 0.0157, 0.0167, 0.0161, 0.0141, 0.0134, 0.0122, 0.0105, 0.0099, 0.0102, 0.0114, 0.0113, 0.0107, 0.0105, 0.0103, 0.0104, 0.0102, 0.0100, 0.0102, 0.0106, 0.0094, 0.0084, 0.0078, 0.0077, 0.0074, 0.0071, 0.0078, 0.0065, 0.0058, 0.0059, 0.0070, 0.0073, 0.0066, 0.0061, 0.0054, 0.0051, 0.0046, 0.0040, 0.0039, 0.0037, 0.0030, 0.0028, 0.0026, 0.0024, 0.0020, 0.0016, 0.0008, 0.0004, 0.0002, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000
0.1124, 0.1094, 0.1071, 0.1042, 0.0985, 0.0941, 0.0903, 0.0852, 0.0802, 0.0754, 0.0699, 0.0651, 0.0595, 0.0537, 0.0486, 0.0445, 0.0407, 0.0373, 0.0358, 0.0335, 0.0303, 0.0281, 0.0271, 0.0263, 0.0255, 0.0251, 0.0246, 0.0242, 0.0237, 0.0228, 0.0221, 0.0215, 0.0210, 0.0202, 0.0196, 0.0194, 0.0187, 0.0189, 0.0183, 0.0173, 0.0172, 0.0166, 0.0159, 0.0153, 0.0151, 0.0150, 0.0149, 0.0144, 0.0144, 0.0147, 0.0149, 0.0148, 0.0138, 0.0129, 0.0126, 0.0111, 0.0095, 0.0083, 0.0076, 0.0067, 0.0056, 0.0050, 0.0046, 0.0039, 0.0031, 0.0027, 0.0021, 0.0018, 0.0015, 0.0014, 0.0012, 0.0009, 0.0007, 0.0005, 0.0005, 0.0005, 0.0004, 0.0004, 0.0004, 0.0005, 0.0005, 0.0005, 0.0004, 0.0003, 0.0003, 0.0003, 0.0004, 0.0004, 0.0004, 0.0004
0.0772, 0.0746, 0.0715, 0.0687, 0.0656, 0.0651, 0.0629, 0.0582, 0.0552, 0.0527, 0.0480, 0.0455, 0.0423, 0.0390, 0.0363, 0.0326, 0.0297, 0.0272, 0.0242, 0.0217, 0.0202, 0.0192, 0.0185, 0.0176, 0.0165, 0.0158, 0.0156, 0.0159, 0.0162, 0.0153, 0.0146, 0.0153, 0.0155, 0.0146, 0.0134, 0.0124, 0.0110, 0.0115, 0.0111, 0.0102, 0.0095, 0.0080, 0.0068, 0.0055, 0.0046, 0.0044, 0.0041, 0.0035, 0.0031, 0.0028, 0.0027, 0.0026, 0.0023, 0.0019, 0.0018, 0.0016, 0.0013, 0.0011, 0.0009, 0.0009, 0.0008, 0.0008, 0.0009, 0.0010, 0.0009, 0.0009, 0.0010, 0.0013, 0.0016, 0.0019, 0.0020, 0.0021, 0.0022, 0.0023, 0.0024, 0.0025, 0.0021, 0.0016, 0.0017, 0.0017, 0.0018, 0.0017, 0.0015, 0.0011, 0.0009, 0.0007, 0.0005, 0.0004, 0.0004, 0.0004
0.0791, 0.0774, 0.0741, 0.0703, 0.0670, 0.0666, 0.0665, 0.0646, 0.0631, 0.0599, 0.0550, 0.0521, 0.0512, 0.0492, 0.0465, 0.0419, 0.0387, 0.0396, 0.0406, 0.0402, 0.0395, 0.0395, 0.0389, 0.0376, 0.0367, 0.0363, 0.0360, 0.0356, 0.0352, 0.0344, 0.0329, 0.0324, 0.0338, 0.0336, 0.0332, 0.0323, 0.0319, 0.0317, 0.0313, 0.0303, 0.0290, 0.0282, 0.0272, 0.0251, 0.0232, 0.0225, 0.0223, 0.0214, 0.0205, 0.0193, 0.0182, 0.0178, 0.0172, 0.0165, 0.0159, 0.0150, 0.0137, 0.0133, 0.0129, 0.0124, 0.0120, 0.0111, 0.0103, 0.0096, 0.0085, 0.0072, 0.0061, 0.0053, 0.0043, 0.0037, 0.0029, 0.0022, 0.0018, 0.0014, 0.0012, 0.0009, 0.0007, 0.0007, 0.0005, 0.0002, 0.0001, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
