0.1590,0.2186,0.2323,0.1831,0.1247,0.1243,0.2212,0.2833,0.2021,0.1587,0.1516,0.1347,0.0920,0.0938,0.1355,0.2408,0.3775,0.4128,0.3953,0.4346,0.4183,0.3380,0.2584,0.2120,0.1994,0.1697,0.1012,0.1727,0.1037,0.0264,0.5500,0.6586,0.6504,0.5614,0.4044,0.2723
0.1662,0.2258,0.2442,0.1860,0.1259,0.1260,0.2238,0.2915,0.2081,0.1603,0.1513,0.1343,0.0921,0.0932,0.1363,0.2424,0.3740,0.4146,0.4022,0.4371,0.4232,0.3406,0.2583,0.2112,0.2012,0.1704,0.1034,0.1754,0.1067,0.0267,0.5521,0.6587,0.6524,0.5599,0.3951,0.2773
0.1639,0.2285,0.2562,0.1944,0.1333,0.1286,0.2248,0.2915,0.2101,0.1615,0.1531,0.1345,0.0932,0.0935,0.1366,0.2427,0.3736,0.4176,0.4068,0.4475,0.4296,0.3440,0.2539,0.2042,0.1965,0.1692,0.1069,0.1800,0.1112,0.0274,0.5530,0.6656,0.6606,0.5608,0.3918,0.2744
0.1626,0.2240,0.2567,0.2010,0.1403,0.1353,0.2291,0.2940,0.2066,0.1600,0.1527,0.1378,0.0956,0.0958,0.1402,0.2481,0.3782,0.4215,0.4057,0.4510,0.4352,0.3494,0.2605,0.2084,0.1972,0.1668,0.1087,0.1836,0.1177,0.0296,0.5567,0.6750,0.6669,0.5655,0.3922,0.2755
0.1683,0.2101,0.2527,0.2029,0.1450,0.1392,0.2358,0.3034,0.2090,0.1590,0.1533,0.1396,0.0962,0.0945,0.1414,0.2523,0.3828,0.4253,0.4023,0.4521,0.4367,0.3475,0.2670,0.2148,0.2016,0.1688,0.1083,0.1793,0.1211,0.0312,0.5621,0.6822,0.6743,0.5817,0.4029,0.2869
0.1744,0.2157,0.2563,0.2063,0.1536,0.1414,0.2374,0.3084,0.2120,0.1578,0.1530,0.1420,0.0975,0.0954,0.1437,0.2525,0.3833,0.4246,0.4022,0.4572,0.4426,0.3504,0.2655,0.2122,0.2005,0.1684,0.1085,0.1810,0.1216,0.0330,0.5648,0.6901,0.6842,0.5898,0.4083,0.2910
0.1784,0.2272,0.2616,0.2103,0.1569,0.1444,0.2365,0.3072,0.2142,0.1581,0.1541,0.1427,0.0972,0.0979,0.1460,0.2546,0.3813,0.4247,0.4006,0.4589,0.4437,0.3496,0.2661,0.2078,0.2004,0.1681,0.1092,0.1832,0.1261,0.0339,0.5687,0.6957,0.6938,0.5974,0.4144,0.2908
0.1889,0.2329,0.2654,0.2146,0.1619,0.1426,0.2345,0.3033,0.2122,0.1589,0.1544,0.1441,0.0992,0.0969,0.1457,0.2527,0.3788,0.4281,0.4011,0.4566,0.4398,0.3539,0.2720,0.2091,0.1996,0.1699,0.1097,0.1840,0.1256,0.0343,0.5707,0.6992,0.6933,0.6042,0.4299,0.3058
0.2126,0.2454,0.2572,0.2058,0.1578,0.1437,0.2359,0.3061,0.2094,0.1594,0.1549,0.1444,0.1009,0.0973,0.1440,0.2498,0.3798,0.4292,0.4035,0.4530,0.4437,0.3558,0.2731,0.2125,0.2060,0.1740,0.1117,0.1848,0.1281,0.0343,0.5722,0.7018,0.6927,0.6094,0.4479,0.3354
0.2313,0.2616,0.2716,0.2102,0.1569,0.1356,0.2353,0.3125,0.2118,0.1614,0.1560,0.1458,0.1035,0.0999,0.1469,0.2511,0.3795,0.4302,0.4043,0.4554,0.4466,0.3636,0.2781,0.2137,0.2061,0.1740,0.1130,0.1854,0.1319,0.0373,0.5723,0.7033,0.6923,0.6076,0.4616,0.3424
0.2408,0.2633,0.2762,0.2195,0.1626,0.1408,0.2381,0.3101,0.2078,0.1608,0.1598,0.1461,0.1032,0.1005,0.1501,0.2529,0.3840,0.4322,0.4072,0.4587,0.4527,0.3699,0.2836,0.2160,0.2109,0.1768,0.1127,0.1782,0.1303,0.0397,0.5714,0.6995,0.6930,0.6092,0.4704,0.3503
0.2506,0.2698,0.2792,0.2259,0.1651,0.1497,0.2449,0.3154,0.2016,0.1603,0.1604,0.1519,0.1077,0.1025,0.1521,0.2540,0.3892,0.4359,0.4085,0.4575,0.4563,0.3764,0.2874,0.2183,0.2119,0.1776,0.1145,0.1752,0.1259,0.0383,0.5691,0.6990,0.6978,0.6183,0.4831,0.3614
0.2668,0.2854,0.2877,0.2271,0.1627,0.1489,0.2505,0.3231,0.2056,0.1566,0.1556,0.1500,0.1098,0.1070,0.1572,0.2520,0.3949,0.4394,0.4094,0.4567,0.4515,0.3740,0.2874,0.2203,0.2127,0.1776,0.1136,0.1737,0.1258,0.0374,0.5693,0.6972,0.7046,0.6260,0.4950,0.3731
0.2880,0.2979,0.2951,0.2313,0.1643,0.1507,0.2493,0.3240,0.2104,0.1610,0.1571,0.1490,0.1075,0.1081,0.1619,0.2611,0.3997,0.4393,0.4113,0.4617,0.4536,0.3719,0.2865,0.2226,0.2151,0.1786,0.1133,0.1742,0.1269,0.0379,0.5721,0.7016,0.7083,0.6234,0.5066,0.3937
0.3118,0.3118,0.3078,0.2326,0.1638,0.1569,0.2535,0.3248,0.2072,0.1598,0.1565,0.1514,0.1091,0.1093,0.1660,0.2689,0.4054,0.4382,0.4125,0.4673,0.4494,0.3738,0.2862,0.2261,0.2192,0.1853,0.1191,0.1777,0.1289,0.0389,0.5721,0.7011,0.7014,0.6156,0.5118,0.4098
0.3342,0.3234,0.3149,0.2368,0.1677,0.1640,0.2589,0.3297,0.2064,0.1609,0.1559,0.1458,0.1066,0.1103,0.1660,0.2751,0.4125,0.4381,0.4164,0.4741,0.4510,0.3741,0.2846,0.2279,0.2238,0.1872,0.1232,0.1779,0.1349,0.0394,0.5701,0.7017,0.6996,0.6115,0.5111,0.4212
0.3596,0.3347,0.3152,0.2480,0.1710,0.1743,0.2627,0.3400,0.2104,0.1581,0.1540,0.1430,0.1033,0.1104,0.1658,0.2762,0.4158,0.4447,0.4207,0.4792,0.4599,0.3822,0.2816,0.2228,0.2203,0.1893,0.1233,0.1742,0.1351,0.0414,0.5717,0.7040,0.6986,0.6108,0.5140,0.4393
0.3804,0.3428,0.3107,0.2423,0.1677,0.1794,0.2716,0.3503,0.2195,0.1592,0.1528,0.1411,0.1033,0.1123,0.1695,0.2821,0.4207,0.4539,0.4241,0.4859,0.4718,0.3856,0.2842,0.2286,0.2243,0.1938,0.1271,0.1765,0.1368,0.0404,0.5749,0.7114,0.7005,0.6115,0.5269,0.4585
0.3947,0.3506,0.3236,0.2433,0.1652,0.1745,0.2727,0.3532,0.2304,0.1633,0.1511,0.1395,0.1021,0.1119,0.1701,0.2888,0.4247,0.4605,0.4288,0.4804,0.4753,0.3898,0.2901,0.2341,0.2323,0.2016,0.1314,0.1784,0.1411,0.0433,0.5761,0.7115,0.7104,0.6216,0.5217,0.4594
0.3931,0.3620,0.3390,0.2565,0.1730,0.1732,0.2677,0.3518,0.2314,0.1676,0.1540,0.1415,0.1011,0.1094,0.1636,0.2903,0.4292,0.4624,0.4275,0.4819,0.4780,0.3893,0.2901,0.2350,0.2354,0.2094,0.1407,0.1924,0.1521,0.0435,0.5740,0.7028,0.7114,0.6259,0.5323,0.4490
0.4101,0.3717,0.3465,0.2732,0.1810,0.1777,0.2680,0.3455,0.2272,0.1674,0.1578,0.1486,0.1031,0.1096,0.1621,0.2832,0.4181,0.4583,0.4246,0.4803,0.4850,0.3957,0.2942,0.2348,0.2366,0.2138,0.1453,0.1973,0.1648,0.0461,0.5753,0.6953,0.7013,0.6157,0.5313,0.4568
0.4235,0.3871,0.3564,0.2808,0.1899,0.1851,0.2758,0.3470,0.2240,0.1628,0.1572,0.1478,0.1045,0.1110,0.1632,0.2800,0.4107,0.4547,0.4199,0.4783,0.4866,0.3998,0.2975,0.2378,0.2376,0.2163,0.1480,0.1981,0.1674,0.0456,0.5782,0.6958,0.6994,0.6150,0.5287,0.4585
0.4342,0.3854,0.3619,0.2844,0.1991,0.1888,0.2798,0.3592,0.2375,0.1680,0.1581,0.1485,0.1040,0.1086,0.1621,0.2820,0.4137,0.4606,0.4212,0.4755,0.4839,0.4044,0.3078,0.2421,0.2401,0.2205,0.1533,0.2032,0.1678,0.0450,0.5775,0.6975,0.6991,0.6157,0.5303,0.4539
0.4375,0.3851,0.3607,0.2782,0.2029,0.1890,0.2789,0.3653,0.2463,0.1711,0.1623,0.1541,0.1050,0.1073,0.1571,0.2779,0.4107,0.4637,0.4239,0.4729,0.4915,0.4117,0.3098,0.2448,0.2455,0.2237,0.1595,0.2087,0.1767,0.0463,0.5797,0.6982,0.7024,0.6207,0.5439,0.4661
0.4537,0.3921,0.3623,0.2662,0.1919,0.1858,0.2794,0.3714,0.2550,0.1766,0.1668,0.1639,0.1103,0.1075,0.1593,0.2783,0.4062,0.4628,0.4276,0.4795,0.4957,0.4120,0.3110,0.2435,0.2421,0.2256,0.1630,0.2093,0.1827,0.0458,0.5813,0.6883,0.6940,0.6158,0.5400,0.4755
0.4685,0.4123,0.3736,0.2703,0.1882,0.1820,0.2764,0.3771,0.2609,0.1818,0.1709,0.1661,0.1105,0.1104,0.1642,0.2817,0.4028,0.4615,0.4268,0.4782,0.4949,0.4151,0.3123,0.2409,0.2428,0.2276,0.1667,0.2136,0.1867,0.0458,0.5818,0.6822,0.6851,0.6073,0.5394,0.4819
0.4808,0.4307,0.3880,0.2804,0.1909,0.1823,0.2712,0.3693,0.2608,0.1880,0.1744,0.1695,0.1099,0.1104,0.1648,0.2811,0.4005,0.4599,0.4313,0.4764,0.4859,0.4109,0.3114,0.2468,0.2482,0.2323,0.1739,0.2155,0.1992,0.0486,0.5845,0.6838,0.6823,0.5959,0.5265,0.4795
0.4862,0.4387,0.4013,0.2975,0.1991,0.1854,0.2692,0.3573,0.2543,0.1861,0.1774,0.1743,0.1126,0.1109,0.1625,0.2812,0.4009,0.4594,0.4359,0.4845,0.4928,0.4194,0.3179,0.2509,0.2522,0.2347,0.1809,0.2229,0.2070,0.0533,0.5857,0.6872,0.6843,0.5946,0.5233,0.4723
0.4863,0.4313,0.4051,0.3081,0.2076,0.1875,0.2718,0.3590,0.2528,0.1881,0.1793,0.1764,0.1148,0.1136,0.1612,0.2780,0.4003,0.4569,0.4355,0.4870,0.4951,0.4188,0.3225,0.2569,0.2585,0.2325,0.1809,0.2237,0.2156,0.0592,0.5888,0.6947,0.6951,0.5974,0.5305,0.4775
0.4879,0.4321,0.3977,0.3095,0.2173,0.1908,0.2756,0.3629,0.2582,0.1880,0.1818,0.1780,0.1134,0.1144,0.1640,0.2766,0.3944,0.4577,0.4315,0.4863,0.4937,0.4230,0.3304,0.2568,0.2578,0.2313,0.1805,0.2251,0.2117,0.0610,0.5910,0.7020,0.7062,0.6091,0.5408,0.4772
0.4982,0.4348,0.3843,0.2942,0.2140,0.1918,0.2773,0.3698,0.2672,0.1915,0.1874,0.1817,0.1122,0.1111,0.1611,0.2770,0.3930,0.4590,0.4321,0.4930,0.4926,0.4179,0.3317,0.2623,0.2568,0.2332,0.1817,0.2267,0.2126,0.0637,0.5908,0.7026,0.7075,0.6218,0.5508,0.4869
0.5164,0.4442,0.3930,0.2901,0.2072,0.1846,0.2763,0.3699,0.2722,0.1990,0.1890,0.1839,0.1136,0.1097,0.1576,0.2741,0.3914,0.4582,0.4316,0.4965,0.4988,0.4197,0.3355,0.2667,0.2596,0.2345,0.1838,0.2277,0.2128,0.0675,0.5882,0.7020,0.7041,0.6211,0.5583,0.4969
0.5349,0.4605,0.3964,0.2876,0.2076,0.1911,0.2805,0.3739,0.2775,0.2043,0.1911,0.1834,0.1144,0.1099,0.1588,0.2731,0.3860,0.4557,0.4316,0.5028,0.5054,0.4233,0.3404,0.2709,0.2636,0.2317,0.1879,0.2257,0.2061,0.0686,0.5874,0.7069,0.7136,0.6229,0.5530,0.5061
0.5303,0.4692,0.4022,0.2936,0.2073,0.1948,0.2854,0.3737,0.2766,0.2094,0.1944,0.1873,0.1181,0.1108,0.1583,0.2685,0.3800,0.4548,0.4339,0.5029,0.5115,0.4287,0.3493,0.2757,0.2638,0.2265,0.1871,0.2282,0.2020,0.0742,0.5897,0.7069,0.7198,0.6271,0.5530,0.4973
0.5217,0.4656,0.3986,0.3026,0.2170,0.1916,0.2799,0.3735,0.2771,0.2116,0.1973,0.1879,0.1198,0.1093,0.1577,0.2655,0.3744,0.4537,0.4381,0.5058,0.5180,0.4361,0.3559,0.2727,0.2576,0.2223,0.1782,0.2252,0.2055,0.0808,0.5888,0.7072,0.7250,0.6372,0.5637,0.4942
0.5186,0.4556,0.3961,0.3029,0.2132,0.1903,0.2726,0.3646,0.2796,0.2174,0.1991,0.1878,0.1199,0.1083,0.1574,0.2673,0.3766,0.4571,0.4400,0.5075,0.5260,0.4434,0.3592,0.2734,0.2555,0.2183,0.1723,0.2152,0.1984,0.0817,0.5909,0.7117,0.7302,0.6453,0.5754,0.5046
0.5273,0.4638,0.3994,0.3096,0.2070,0.1896,0.2705,0.3607,0.2689,0.2087,0.1951,0.1894,0.1221,0.1090,0.1573,0.2656,0.3759,0.4559,0.4405,0.5065,0.5237,0.4472,0.3654,0.2763,0.2577,0.2222,0.1727,0.2127,0.1915,0.0816,0.5923,0.7193,0.7413,0.6548,0.5862,0.5148
0.5452,0.4740,0.3986,0.3149,0.2112,0.1914,0.2736,0.3674,0.2711,0.2105,0.1942,0.1862,0.1229,0.1101,0.1573,0.2627,0.3731,0.4543,0.4405,0.5009,0.5246,0.4473,0.3609,0.2802,0.2614,0.2298,0.1769,0.2093,0.1856,0.0753,0.5922,0.7185,0.7496,0.6648,0.5945,0.5293
0.5645,0.4870,0.4068,0.3183,0.2070,0.1941,0.2870,0.3780,0.2781,0.2157,0.1954,0.1830,0.1221,0.1113,0.1558,0.2565,0.3790,0.4544,0.4412,0.5007,0.5217,0.4535,0.3642,0.2817,0.2648,0.2379,0.1845,0.2058,0.1773,0.0701,0.5904,0.7137,0.7470,0.6727,0.6006,0.5452
0.5792,0.5048,0.4176,0.3239,0.2143,0.1928,0.2875,0.3877,0.2863,0.2216,0.1992,0.1799,0.1188,0.1116,0.1579,0.2558,0.3757,0.4538,0.4403,0.4965,0.5261,0.4650,0.3680,0.2758,0.2628,0.2405,0.1939,0.2136,0.1730,0.0641,0.5870,0.7114,0.7390,0.6675,0.6054,0.5563
0.5896,0.5245,0.4301,0.3389,0.2257,0.1971,0.2854,0.3843,0.2947,0.2267,0.2031,0.1783,0.1152,0.1118,0.1564,0.2550,0.3760,0.4562,0.4389,0.4937,0.5175,0.4603,0.3727,0.2772,0.2649,0.2439,0.1992,0.2220,0.1776,0.0636,0.5874,0.7168,0.7353,0.6560,0.5918,0.5470
0.5786,0.5357,0.4359,0.3536,0.2428,0.2049,0.2839,0.3785,0.2967,0.2267,0.2009,0.1789,0.1140,0.1083,0.1538,0.2541,0.3749,0.4532,0.4375,0.4915,0.5106,0.4557,0.3729,0.2785,0.2671,0.2421,0.1980,0.2306,0.1880,0.0690,0.5873,0.7184,0.7417,0.6571,0.5776,0.5219
0.5786,0.5329,0.4455,0.3710,0.2465,0.2064,0.2909,0.3806,0.2922,0.2253,0.2040,0.1775,0.1130,0.1067,0.1541,0.2546,0.3781,0.4550,0.4356,0.4834,0.5017,0.4615,0.3771,0.2772,0.2726,0.2477,0.1996,0.2309,0.1837,0.0736,0.5861,0.7203,0.7428,0.6614,0.5792,0.5229
0.5786,0.5302,0.4389,0.3757,0.2584,0.2105,0.2859,0.3844,0.2868,0.2278,0.2049,0.1760,0.1113,0.1061,0.1542,0.2529,0.3806,0.4579,0.4345,0.4830,0.5084,0.4743,0.3872,0.2790,0.2700,0.2501,0.2070,0.2386,0.1819,0.0697,0.5853,0.7216,0.7448,0.6656,0.5834,0.5273
0.5789,0.5274,0.4348,0.3732,0.2604,0.2150,0.2898,0.3913,0.2856,0.2193,0.2004,0.1736,0.1129,0.1054,0.1539,0.2504,0.3768,0.4597,0.4345,0.4790,0.5131,0.4775,0.3815,0.2712,0.2669,0.2517,0.2150,0.2469,0.1944,0.0674,0.5835,0.7165,0.7514,0.6719,0.5878,0.5305
