0.0675,0.0895,0.0703,0.0513,0.0544,0.0539,0.1508,0.1762,0.0910,0.1105,0.1266,0.0871,0.0645,0.0719,0.1103,0.1721,0.2559,0.3604,0.3524,0.3515,0.3249,0.1420,0.0755,0.0714,0.1081,0.1087,0.0429,0.0687,0.0187,0.0180,0.5352,0.5782,0.4626,0.3194,0.1482,0.0757
0.0697,0.0900,0.0718,0.0529,0.0552,0.0554,0.1529,0.1787,0.0939,0.1118,0.1295,0.0912,0.0652,0.0724,0.1086,0.1744,0.2599,0.3642,0.3572,0.3562,0.3318,0.1527,0.0828,0.0750,0.1106,0.1102,0.0503,0.0741,0.0220,0.0196,0.5340,0.5785,0.4710,0.3279,0.1534,0.0788
0.0726,0.0929,0.0743,0.0546,0.0564,0.0573,0.1559,0.1827,0.0988,0.1135,0.1305,0.0928,0.0672,0.0735,0.1083,0.1757,0.2650,0.3642,0.3584,0.3613,0.3399,0.1621,0.0898,0.0779,0.1123,0.1107,0.0545,0.0786,0.0234,0.0188,0.5319,0.5799,0.4787,0.3388,0.1585,0.0817
0.0741,0.0997,0.0805,0.0591,0.0575,0.0582,0.1561,0.1855,0.1048,0.1177,0.1309,0.0934,0.0666,0.0731,0.1102,0.1788,0.2670,0.3651,0.3605,0.3662,0.3468,0.1706,0.0939,0.0808,0.1154,0.1098,0.0553,0.0826,0.0265,0.0189,0.5312,0.5813,0.4847,0.3481,0.1627,0.0854
0.0750,0.1029,0.0845,0.0628,0.0586,0.0587,0.1578,0.1871,0.1085,0.1216,0.1329,0.0944,0.0667,0.0729,0.1113,0.1818,0.2690,0.3671,0.3609,0.3683,0.3544,0.1777,0.0987,0.0831,0.1176,0.1097,0.0559,0.0891,0.0319,0.0194,0.5330,0.5869,0.4978,0.3607,0.1669,0.0858
0.0766,0.1035,0.0896,0.0660,0.0608,0.0611,0.1615,0.1915,0.1130,0.1242,0.1357,0.0964,0.0676,0.0734,0.1125,0.1825,0.2718,0.3706,0.3632,0.3689,0.3587,0.1848,0.1079,0.0853,0.1189,0.1099,0.0568,0.0931,0.0359,0.0197,0.5344,0.5910,0.5101,0.3714,0.1720,0.0861
0.0792,0.1064,0.0925,0.0690,0.0625,0.0634,0.1644,0.1966,0.1164,0.1244,0.1361,0.0974,0.0680,0.0738,0.1143,0.1884,0.2769,0.3726,0.3667,0.3720,0.3613,0.1930,0.1145,0.0921,0.1185,0.1083,0.0597,0.0995,0.0388,0.0197,0.5365,0.5952,0.5226,0.3843,0.1784,0.0877
0.0815,0.1111,0.0963,0.0727,0.0626,0.0635,0.1656,0.2002,0.1220,0.1247,0.1358,0.0983,0.0683,0.0749,0.1144,0.1928,0.2800,0.3778,0.3711,0.3754,0.3659,0.2042,0.1205,0.0945,0.1189,0.1065,0.0589,0.1023,0.0437,0.0206,0.5397,0.5998,0.5322,0.3945,0.1886,0.0899
0.0827,0.1176,0.1035,0.0753,0.0640,0.0636,0.1680,0.2037,0.1284,0.1263,0.1352,0.1002,0.0686,0.0763,0.1167,0.1961,0.2849,0.3795,0.3723,0.3831,0.3715,0.2144,0.1296,0.1024,0.1234,0.1098,0.0606,0.1029,0.0432,0.0212,0.5428,0.6060,0.5361,0.3952,0.1976,0.0928
0.0844,0.1237,0.1119,0.0805,0.0653,0.0648,0.1679,0.2035,0.1338,0.1281,0.1360,0.1010,0.0692,0.0753,0.1174,0.1960,0.2873,0.3839,0.3772,0.3907,0.3755,0.2203,0.1398,0.1068,0.1246,0.1109,0.0638,0.1075,0.0434,0.0209,0.5441,0.6126,0.5407,0.3939,0.2038,0.0961
0.0867,0.1319,0.1214,0.0833,0.0694,0.0679,0.1708,0.2048,0.1348,0.1297,0.1377,0.1016,0.0696,0.0751,0.1170,0.1943,0.2887,0.3848,0.3814,0.3993,0.3789,0.2300,0.1462,0.1150,0.1240,0.1097,0.0636,0.1086,0.0468,0.0197,0.5449,0.6169,0.5502,0.4078,0.2123,0.1009
0.0902,0.1350,0.1282,0.0882,0.0733,0.0728,0.1738,0.2069,0.1374,0.1308,0.1395,0.1041,0.0719,0.0751,0.1168,0.1923,0.2856,0.3837,0.3836,0.4024,0.3874,0.2504,0.1586,0.1241,0.1278,0.1100,0.0660,0.1131,0.0476,0.0199,0.5433,0.6187,0.5612,0.4224,0.2202,0.1064
0.0943,0.1366,0.1327,0.0940,0.0792,0.0763,0.1775,0.2097,0.1402,0.1313,0.1383,0.1059,0.0740,0.0765,0.1180,0.1956,0.2871,0.3841,0.3822,0.3992,0.3873,0.2601,0.1703,0.1369,0.1312,0.1112,0.0668,0.1111,0.0482,0.0206,0.5435,0.6204,0.5699,0.4370,0.2352,0.1134
0.0983,0.1399,0.1364,0.0990,0.0827,0.0808,0.1836,0.2135,0.1382,0.1323,0.1388,0.1079,0.0767,0.0782,0.1179,0.2008,0.2874,0.3845,0.3793,0.3958,0.3821,0.2613,0.1744,0.1442,0.1346,0.1120,0.0672,0.1101,0.0478,0.0220,0.5405,0.6226,0.5801,0.4539,0.2491,0.1186
0.1003,0.1444,0.1382,0.1009,0.0845,0.0819,0.1838,0.2183,0.1431,0.1334,0.1388,0.1106,0.0790,0.0794,0.1209,0.2074,0.2942,0.3854,0.3756,0.3923,0.3748,0.2617,0.1770,0.1518,0.1404,0.1146,0.0668,0.1100,0.0474,0.0208,0.5352,0.6230,0.5859,0.4698,0.2661,0.1266
0.1032,0.1528,0.1398,0.1023,0.0842,0.0815,0.1847,0.2208,0.1470,0.1389,0.1406,0.1129,0.0796,0.0821,0.1232,0.2139,0.3040,0.3895,0.3773,0.3954,0.3702,0.2654,0.1829,0.1549,0.1467,0.1165,0.0699,0.1151,0.0476,0.0212,0.5318,0.6205,0.5946,0.4782,0.2767,0.1348
0.1071,0.1586,0.1458,0.1033,0.0846,0.0819,0.1868,0.2218,0.1487,0.1438,0.1442,0.1137,0.0806,0.0833,0.1261,0.2208,0.3148,0.3938,0.3825,0.4044,0.3706,0.2663,0.1851,0.1555,0.1517,0.1198,0.0731,0.1188,0.0509,0.0208,0.5307,0.6219,0.6019,0.4874,0.2839,0.1367
0.1083,0.1629,0.1572,0.1090,0.0850,0.0820,0.1880,0.2266,0.1503,0.1466,0.1471,0.1171,0.0823,0.0848,0.1259,0.2228,0.3184,0.3981,0.3832,0.4074,0.3670,0.2676,0.1862,0.1612,0.1534,0.1215,0.0779,0.1247,0.0514,0.0214,0.5303,0.6232,0.6097,0.4964,0.2883,0.1371
0.1083,0.1643,0.1675,0.1190,0.0890,0.0826,0.1863,0.2292,0.1586,0.1494,0.1480,0.1213,0.0845,0.0858,0.1270,0.2220,0.3219,0.3994,0.3861,0.4076,0.3671,0.2714,0.1902,0.1622,0.1565,0.1243,0.0790,0.1273,0.0541,0.0213,0.5316,0.6236,0.6107,0.5087,0.3083,0.1467
0.1117,0.1639,0.1729,0.1245,0.0941,0.0868,0.1882,0.2267,0.1566,0.1480,0.1479,0.1229,0.0838,0.0847,0.1283,0.2241,0.3243,0.3984,0.3858,0.4097,0.3733,0.2777,0.1974,0.1634,0.1564,0.1275,0.0818,0.1298,0.0585,0.0214,0.5337,0.6264,0.6120,0.5152,0.3255,0.1578
0.1144,0.1667,0.1808,0.1307,0.0956,0.0894,0.1918,0.2310,0.1597,0.1471,0.1469,0.1235,0.0828,0.0868,0.1299,0.2252,0.3262,0.3970,0.3843,0.4079,0.3770,0.2858,0.2025,0.1714,0.1582,0.1322,0.0879,0.1370,0.0630,0.0226,0.5361,0.6279,0.6178,0.5213,0.3378,0.1702
0.1134,0.1719,0.1869,0.1367,0.0987,0.0907,0.1919,0.2343,0.1653,0.1473,0.1461,0.1242,0.0840,0.0878,0.1280,0.2273,0.3341,0.3985,0.3869,0.4145,0.3768,0.2816,0.1949,0.1723,0.1619,0.1341,0.0925,0.1440,0.0693,0.0220,0.5378,0.6248,0.6138,0.5303,0.3478,0.1768
0.1178,0.1789,0.1917,0.1405,0.1011,0.0917,0.1942,0.2357,0.1709,0.1473,0.1471,0.1245,0.0843,0.0896,0.1296,0.2304,0.3357,0.3988,0.3887,0.4203,0.3846,0.2890,0.1920,0.1677,0.1590,0.1364,0.0921,0.1453,0.0722,0.0215,0.5413,0.6228,0.6139,0.5297,0.3579,0.1927
0.1195,0.1885,0.2037,0.1483,0.1042,0.0930,0.1934,0.2410,0.1767,0.1511,0.1470,0.1243,0.0858,0.0900,0.1298,0.2303,0.3364,0.3999,0.3905,0.4206,0.3866,0.2946,0.1966,0.1683,0.1602,0.1392,0.0930,0.1496,0.0772,0.0218,0.5425,0.6263,0.6152,0.5236,0.3518,0.1989
0.1209,0.1905,0.2078,0.1540,0.1087,0.0977,0.1933,0.2445,0.1757,0.1507,0.1487,0.1235,0.0864,0.0913,0.1302,0.2313,0.3320,0.4027,0.3922,0.4242,0.3900,0.2999,0.2027,0.1673,0.1583,0.1406,0.0973,0.1554,0.0814,0.0226,0.5456,0.6314,0.6148,0.5220,0.3544,0.2027
0.1252,0.1945,0.2137,0.1609,0.1088,0.1002,0.1942,0.2467,0.1755,0.1535,0.1512,0.1232,0.0856,0.0897,0.1313,0.2301,0.3338,0.4031,0.3937,0.4290,0.3946,0.3013,0.2089,0.1699,0.1582,0.1414,0.0995,0.1593,0.0864,0.0224,0.5465,0.6387,0.6135,0.5254,0.3571,0.2059
0.1292,0.2009,0.2193,0.1657,0.1101,0.1014,0.1953,0.2514,0.1784,0.1537,0.1520,0.1235,0.0871,0.0913,0.1325,0.2318,0.3444,0.4024,0.3913,0.4332,0.4042,0.3076,0.2164,0.1714,0.1600,0.1423,0.1007,0.1638,0.0882,0.0231,0.5470,0.6462,0.6203,0.5241,0.3640,0.2180
0.1308,0.2048,0.2250,0.1666,0.1108,0.1052,0.1942,0.2494,0.1791,0.1547,0.1529,0.1281,0.0890,0.0932,0.1339,0.2332,0.3523,0.4037,0.3887,0.4335,0.4105,0.3137,0.2251,0.1748,0.1630,0.1434,0.0995,0.1652,0.0909,0.0242,0.5473,0.6533,0.6334,0.5356,0.3698,0.2228
0.1311,0.2137,0.2334,0.1719,0.1136,0.1090,0.1980,0.2526,0.1784,0.1529,0.1556,0.1304,0.0905,0.0945,0.1339,0.2339,0.3558,0.4025,0.3883,0.4348,0.4142,0.3233,0.2328,0.1816,0.1658,0.1468,0.1001,0.1651,0.0933,0.0250,0.5470,0.6548,0.6392,0.5464,0.3845,0.2328
0.1362,0.2115,0.2369,0.1785,0.1199,0.1106,0.2014,0.2534,0.1791,0.1513,0.1532,0.1327,0.0915,0.0945,0.1339,0.2347,0.3595,0.4032,0.3880,0.4333,0.4223,0.3299,0.2417,0.1916,0.1793,0.1534,0.1011,0.1663,0.0951,0.0256,0.5499,0.6572,0.6452,0.5503,0.3860,0.2437
0.1379,0.2048,0.2367,0.1863,0.1254,0.1162,0.2105,0.2608,0.1835,0.1525,0.1534,0.1345,0.0922,0.0941,0.1356,0.2378,0.3698,0.4093,0.3898,0.4341,0.4254,0.3364,0.2526,0.2009,0.1900,0.1614,0.1033,0.1685,0.0936,0.0254,0.5477,0.6612,0.6480,0.5521,0.3875,0.2470
0.1497,0.2085,0.2311,0.1880,0.1262,0.1217,0.2168,0.2744,0.1909,0.1530,0.1508,0.1354,0.0924,0.0938,0.1353,0.2357,0.3762,0.4129,0.3930,0.4329,0.4200,0.3403,0.2568,0.2067,0.1964,0.1684,0.1040,0.1709,0.1001,0.0259,0.5486,0.6565,0.6487,0.5554,0.3961,0.2647
