0.5661,0.5503,0.5453,0.5399,0.5223,0.5032,0.4851,0.4725,0.4650,0.4585,0.4434,0.4173,0.3911,0.3665,0.3451,0.3298,0.3126,0.2934,0.2742,0.2564,0.2393,0.2261,0.2169,0.2046,0.1906,0.1774,0.1633,0.1497,0.1354,0.1195,0.1032,0.0878,0.0755,0.0646,0.0557,0.0488,0.0420,0.0356,0.0301,0.0241,0.0181,0.0140,0.0111,0.0085,0.0057,0.0035,0.0025,0.0021,0.0018,0.0016,0.0016,0.0014,0.0011,0.0009,0.0007,0.0007,0.0006,0.0006,0.0006,0.0006,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0006,0.0006,0.0005,0.0005,0.0005,0.0004,0.0004,0.0004,0.0003,0.0003,0.0006,0.0005,0.0006,0.0010,0.0006,0.0006,0.0021,0.0076,0.0059,0.0041,0.0031,0.0044,0.0099
0.5405,0.5286,0.5219,0.5107,0.4935,0.4740,0.4545,0.4380,0.4232,0.4178,0.4187,0.4056,0.3876,0.3689,0.3561,0.3562,0.3445,0.3265,0.3090,0.2896,0.2690,0.2486,0.2285,0.2100,0.1926,0.1760,0.1576,0.1372,0.1174,0.1008,0.0885,0.0742,0.0635,0.0561,0.0503,0.0456,0.0409,0.0368,0.0330,0.0290,0.0255,0.0225,0.0201,0.0186,0.0169,0.0149,0.0121,0.0098,0.0075,0.0051,0.0033,0.0024,0.0020,0.0018,0.0016,0.0014,0.0012,0.0010,0.0016,0.0008,0.0005,0.0004,0.0003,0.0003,0.0006,0.0008,0.0012,0.0018,0.0020,0.0019,0.0017,0.0015,0.0014,0.0013,0.0012,0.0015,0.0038,0.0036,0.0129,0.0121,0.0055,0.0034,0.0034,0.0075,0.0074,0.0042,0.0036,0.0093,0.0240
0.5307,0.5181,0.4987,0.4834,0.4652,0.4494,0.4258,0.4046,0.3924,0.3880,0.3893,0.3798,0.3668,0.3522,0.3405,0.3383,0.3334,0.3245,0.3122,0.2988,0.2871,0.2748,0.2619,0.2526,0.2422,0.2300,0.2150,0.1985,0.1847,0.1703,0.1546,0.1373,0.1244,0.1140,0.1031,0.0920,0.0819,0.0730,0.0656,0.0597,0.0539,0.0490,0.0455,0.0432,0.0435,0.0390,0.0354,0.0323,0.0289,0.0261,0.0243,0.0228,0.0211,0.0195,0.0180,0.0161,0.0145,0.0133,0.0157,0.0132,0.0110,0.0094,0.0083,0.0072,0.0058,0.0047,0.0036,0.0026,0.0022,0.0021,0.0019,0.0015,0.0013,0.0012,0.0011,0.0014,0.0019,0.0031,0.0197,0.0140,0.0066,0.0037,0.0025,0.0037,0.0040,0.0032,0.0047,0.0076,0.0143
0.4967,0.4967,0.4875,0.4760,0.4641,0.4560,0.4461,0.4386,0.4348,0.4288,0.4196,0.4090,0.3999,0.3865,0.3714,0.3644,0.3558,0.3440,0.3342,0.3245,0.3150,0.3049,0.2949,0.2818,0.2692,0.2617,0.2553,0.2439,0.2322,0.2208,0.2081,0.1936,0.1813,0.1689,0.1592,0.1472,0.1322,0.1180,0.1048,0.0914,0.0778,0.0648,0.0525,0.0463,0.0406,0.0358,0.0325,0.0304,0.0290,0.0275,0.0263,0.0260,0.0270,0.0266,0.0255,0.0237,0.0214,0.0196,0.0199,0.0185,0.0168,0.0143,0.0141,0.0145,0.0138,0.0133,0.0135,0.0143,0.0159,0.0190,0.0226,0.0223,0.0219,0.0218,0.0215,0.0206,0.0191,0.0191,0.0364,0.0364,0.0345,0.0347,0.0371,0.0390,0.0402,0.0439,0.0490,0.0504,0.0534
0.3802,0.3800,0.3795,0.3749,0.3653,0.3580,0.3506,0.3413,0.3325,0.3289,0.3219,0.3138,0.3108,0.3083,0.3033,0.2919,0.2826,0.2745,0.2640,0.2563,0.2501,0.2468,0.2439,0.2381,0.2328,0.2258,0.2184,0.2135,0.2058,0.1998,0.1936,0.1838,0.1746,0.1654,0.1613,0.1586,0.1529,0.1472,0.1413,0.1357,0.1315,0.1275,0.1226,0.1203,0.1212,0.1178,0.1151,0.1137,0.1126,0.1113,0.1085,0.1091,0.1135,0.1161,0.1159,0.1133,0.1100,0.1058,0.1031,0.1018,0.0984,0.0937,0.0909,0.0903,0.0877,0.0841,0.0809,0.0815,0.0845,0.0873,0.0859,0.0810,0.0773,0.0734,0.0697,0.0685,0.0688,0.0702,0.0791,0.0773,0.0698,0.0672,0.0656,0.0603,0.0596,0.0640,0.0680,0.0681,0.0686
0.3012,0.2963,0.2949,0.2838,0.2766,0.2695,0.2654,0.2637,0.2562,0.2504,0.2457,0.2393,0.2355,0.2335,0.2284,0.2196,0.2082,0.1977,0.1946,0.1913,0.1856,0.1818,0.1734,0.1679,0.1663,0.1614,0.1598,0.1614,0.1614,0.1579,0.1546,0.1496,0.1412,0.1357,0.1313,0.1282,0.1243,0.1198,0.1165,0.1131,0.1099,0.1069,0.1047,0.0995,0.0945,0.0890,0.0828,0.0777,0.0736,0.0694,0.0654,0.0597,0.0552,0.0477,0.0398,0.0359,0.0335,0.0328,0.0313,0.0303,0.0292,0.0285,0.0277,0.0262,0.0240,0.0222,0.0200,0.0215,0.0202,0.0145,0.0100,0.0067,0.0035,0.0015,0.0010,0.0011,0.0016,0.0021,0.0050,0.0079,0.0059,0.0061,0.0066,0.0045,0.0026,0.0055,0.0100,0.0078,0.0066
0.3292,0.3191,0.3123,0.3138,0.3082,0.2911,0.2802,0.2693,0.2557,0.2443,0.2420,0.2377,0.2262,0.2176,0.2080,0.1989,0.1899,0.1838,0.1808,0.1672,0.1583,0.1459,0.1354,0.1276,0.1161,0.1032,0.0925,0.0857,0.0764,0.0689,0.0644,0.0607,0.0567,0.0529,0.0477,0.0415,0.0379,0.0357,0.0335,0.0308,0.0282,0.0259,0.0232,0.0203,0.0170,0.0151,0.0130,0.0108,0.0084,0.0065,0.0050,0.0038,0.0033,0.0024,0.0012,0.0008,0.0005,0.0004,0.0003,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0030,0.0020,0.0013,0.0046,0.0008,0.0000,0.0001,0.0001,0.0003,0.0005,0.0004,0.0003,0.0005,0.0005,0.0002,0.0001,0.0003,0.0039,0.0057,0.0029,0.0020
0.4068,0.3871,0.3787,0.3726,0.3568,0.3472,0.3331,0.3160,0.3015,0.2887,0.2795,0.2636,0.2460,0.2278,0.2106,0.1978,0.1858,0.1762,0.1664,0.1541,0.1459,0.1319,0.1222,0.1157,0.1088,0.1018,0.0971,0.0942,0.0897,0.0856,0.0802,0.0743,0.0700,0.0659,0.0611,0.0550,0.0500,0.0460,0.0422,0.0386,0.0355,0.0323,0.0283,0.0249,0.0216,0.0184,0.0155,0.0129,0.0094,0.0066,0.0050,0.0034,0.0022,0.0017,0.0014,0.0013,0.0012,0.0011,0.0010,0.0010,0.0010,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0010,0.0012,0.0009,0.0009,0.0008,0.0008,0.0007,0.0007,0.0007,0.0007,0.0008,0.0007,0.0006,0.0005,0.0004,0.0004,0.0005,0.0011,0.0022,0.0016,0.0013
0.3218,0.3021,0.2806,0.2714,0.2596,0.2468,0.2334,0.2236,0.2127,0.1991,0.1935,0.1924,0.1867,0.1771,0.1665,0.1552,0.1435,0.1334,0.1241,0.1199,0.1114,0.1027,0.0979,0.0936,0.0843,0.0770,0.0719,0.0680,0.0622,0.0571,0.0519,0.0492,0.0467,0.0435,0.0391,0.0343,0.0311,0.0288,0.0258,0.0241,0.0226,0.0216,0.0193,0.0167,0.0145,0.0128,0.0114,0.0107,0.0099,0.0079,0.0061,0.0046,0.0032,0.0022,0.0020,0.0021,0.0019,0.0018,0.0017,0.0015,0.0014,0.0011,0.0010,0.0011,0.0006,0.0004,0.0004,0.0004,0.0031,0.0051,0.0014,0.0006,0.0004,0.0005,0.0008,0.0004,0.0003,0.0003,0.0004,0.0002,0.0001,0.0001,0.0001,0.0000,0.0001,0.0024,0.0026,0.0012,0.0010
0.1993,0.1904,0.1831,0.1789,0.1731,0.1656,0.1595,0.1556,0.1535,0.1504,0.1492,0.1482,0.1415,0.1343,0.1279,0.1212,0.1160,0.1144,0.1115,0.1068,0.1047,0.1072,0.1073,0.1017,0.0975,0.0958,0.0931,0.0897,0.0831,0.0770,0.0726,0.0704,0.0676,0.0639,0.0609,0.0582,0.0560,0.0525,0.0521,0.0497,0.0491,0.0470,0.0435,0.0408,0.0396,0.0388,0.0373,0.0358,0.0342,0.0330,0.0322,0.0310,0.0292,0.0273,0.0267,0.0250,0.0236,0.0218,0.0203,0.0188,0.0179,0.0167,0.0153,0.0143,0.0133,0.0114,0.0096,0.0085,0.0107,0.0138,0.0099,0.0070,0.0045,0.0040,0.0046,0.0029,0.0028,0.0024,0.0028,0.0013,0.0009,0.0015,0.0020,0.0034,0.0056,0.0069,0.0077,0.0066,0.0076
