0.5231,0.5118,0.5042,0.4983,0.4914,0.4790,0.4718,0.4705,0.4575,0.4389,0.4271,0.4167,0.4047,0.3900,0.3770,0.3661,0.3632,0.3453,0.3313,0.3105,0.2908,0.2715,0.2548,0.2405,0.2249,0.2067,0.1889,0.1733,0.1629,0.1572,0.1528,0.1425,0.1310,0.1216,0.1124,0.1032,0.0965,0.0890,0.0845,0.0811,0.0782,0.0728,0.0676,0.0630,0.0584,0.0537,0.0509,0.0478,0.0452,0.0420,0.0392,0.0373,0.0355,0.0347,0.0339,0.0337,0.0329,0.0313,0.0301,0.0303,0.0317,0.0315,0.0282,0.0276,0.0271,0.0314,0.0346,0.0305,0.0315,0.0368,0.0398,0.0334,0.0282,0.0245,0.0220,0.0199,0.0192,0.0193,0.0194,0.0202,0.0217,0.0233,0.0263,0.0280,0.0269,0.0274,0.0278,0.0233,0.0191
0.4269,0.4162,0.4100,0.4048,0.4005,0.3906,0.3835,0.3759,0.3621,0.3451,0.3275,0.3138,0.3039,0.2958,0.2868,0.2779,0.2799,0.2606,0.2404,0.2186,0.2014,0.1891,0.1819,0.1774,0.1718,0.1632,0.1534,0.1438,0.1387,0.1341,0.1306,0.1226,0.1156,0.1092,0.1041,0.1009,0.0979,0.0937,0.0905,0.0871,0.0836,0.0806,0.0770,0.0743,0.0709,0.0687,0.0658,0.0620,0.0592,0.0552,0.0519,0.0490,0.0459,0.0432,0.0419,0.0381,0.0337,0.0292,0.0244,0.0211,0.0199,0.0198,0.0163,0.0150,0.0152,0.0165,0.0160,0.0121,0.0122,0.0131,0.0154,0.0092,0.0067,0.0066,0.0045,0.0034,0.0051,0.0045,0.0043,0.0035,0.0041,0.0046,0.0048,0.0045,0.0047,0.0055,0.0036,0.0017,0.0009
0.4532,0.4439,0.4351,0.4289,0.4212,0.4119,0.4021,0.3926,0.3811,0.3705,0.3547,0.3395,0.3317,0.3266,0.3191,0.3127,0.3030,0.2945,0.2821,0.2669,0.2537,0.2411,0.2291,0.2228,0.2124,0.2014,0.1903,0.1804,0.1730,0.1734,0.1629,0.1511,0.1402,0.1315,0.1256,0.1209,0.1149,0.1102,0.1070,0.1040,0.1003,0.0967,0.0924,0.0862,0.0822,0.0799,0.0771,0.0734,0.0690,0.0645,0.0612,0.0582,0.0574,0.0545,0.0503,0.0450,0.0388,0.0331,0.0286,0.0247,0.0214,0.0187,0.0160,0.0138,0.0121,0.0106,0.0095,0.0079,0.0064,0.0053,0.0055,0.0042,0.0039,0.0039,0.0027,0.0025,0.0031,0.0024,0.0022,0.0022,0.0023,0.0025,0.0022,0.0022,0.0024,0.0030,0.0030,0.0023,0.0020
0.4570,0.4514,0.4468,0.4411,0.4328,0.4220,0.4126,0.4025,0.3924,0.3865,0.3797,0.3677,0.3572,0.3499,0.3425,0.3322,0.3195,0.3107,0.3027,0.2928,0.2805,0.2680,0.2575,0.2418,0.2288,0.2171,0.2029,0.1898,0.1799,0.1715,0.1532,0.1420,0.1316,0.1232,0.1143,0.1075,0.1049,0.1016,0.0972,0.0926,0.0876,0.0822,0.0788,0.0756,0.0711,0.0675,0.0649,0.0605,0.0549,0.0501,0.0446,0.0393,0.0347,0.0315,0.0290,0.0270,0.0260,0.0257,0.0247,0.0239,0.0236,0.0236,0.0224,0.0216,0.0227,0.0228,0.0219,0.0218,0.0212,0.0205,0.0212,0.0205,0.0219,0.0255,0.0254,0.0261,0.0305,0.0348,0.0355,0.0365,0.0372,0.0409,0.0424,0.0420,0.0425,0.0454,0.0485,0.0499,0.0506
0.3775,0.3684,0.3631,0.3611,0.3530,0.3401,0.3324,0.3240,0.3129,0.3059,0.2997,0.2912,0.2804,0.2683,0.2538,0.2374,0.2253,0.2130,0.2026,0.1916,0.1768,0.1655,0.1590,0.1483,0.1429,0.1426,0.1416,0.1374,0.1340,0.1377,0.1336,0.1329,0.1323,0.1289,0.1257,0.1249,0.1268,0.1250,0.1230,0.1209,0.1184,0.1158,0.1129,0.1087,0.1042,0.1065,0.1086,0.1104,0.1090,0.1062,0.1055,0.1060,0.1072,0.1073,0.1054,0.1043,0.1013,0.0978,0.0950,0.0932,0.0905,0.0885,0.0865,0.0848,0.0849,0.0843,0.0827,0.0819,0.0821,0.0809,0.0792,0.0773,0.0774,0.0801,0.0751,0.0713,0.0740,0.0768,0.0744,0.0709,0.0668,0.0684,0.0676,0.0650,0.0633,0.0609,0.0565,0.0536,0.0515
0.2884,0.2800,0.2706,0.2629,0.2580,0.2502,0.2453,0.2477,0.2442,0.2400,0.2378,0.2348,0.2256,0.2203,0.2109,0.2034,0.1960,0.1887,0.1821,0.1741,0.1651,0.1566,0.1478,0.1428,0.1401,0.1403,0.1405,0.1404,0.1368,0.1382,0.1331,0.1315,0.1344,0.1377,0.1359,0.1313,0.1277,0.1256,0.1209,0.1161,0.1115,0.1086,0.1068,0.1056,0.1046,0.1034,0.1032,0.0987,0.0930,0.0878,0.0826,0.0762,0.0721,0.0687,0.0647,0.0585,0.0516,0.0467,0.0434,0.0399,0.0385,0.0362,0.0340,0.0342,0.0332,0.0327,0.0306,0.0299,0.0317,0.0285,0.0271,0.0259,0.0253,0.0263,0.0250,0.0224,0.0251,0.0298,0.0268,0.0219,0.0176,0.0198,0.0248,0.0209,0.0190,0.0159,0.0127,0.0113,0.0106
0.3544,0.3387,0.3227,0.3167,0.3151,0.3095,0.3029,0.3057,0.3018,0.2941,0.2887,0.2825,0.2732,0.2635,0.2535,0.2459,0.2382,0.2331,0.2307,0.2249,0.2141,0.2021,0.1899,0.1825,0.1780,0.1763,0.1767,0.1729,0.1678,0.1636,0.1556,0.1523,0.1557,0.1440,0.1236,0.1057,0.0931,0.0809,0.0696,0.0607,0.0537,0.0460,0.0390,0.0348,0.0320,0.0280,0.0244,0.0150,0.0092,0.0069,0.0043,0.0025,0.0046,0.0108,0.0121,0.0040,0.0005,0.0001,0.0001,0.0035,0.0133,0.0034,0.0001,0.0000,0.0002,0.0009,0.0008,0.0020,0.0047,0.0039,0.0012,0.0012,0.0029,0.0066,0.0076,0.0038,0.0053,0.0216,0.0192,0.0132,0.0061,0.0062,0.0361,0.0222,0.0123,0.0083,0.0079,0.0162,0.0201
0.4714,0.4425,0.4244,0.4224,0.4114,0.4035,0.4000,0.3971,0.3818,0.3654,0.3479,0.3356,0.3303,0.3226,0.3098,0.2919,0.2782,0.2710,0.2612,0.2499,0.2427,0.2324,0.2181,0.2014,0.1844,0.1664,0.1499,0.1340,0.1195,0.1047,0.0885,0.0735,0.0625,0.0490,0.0377,0.0296,0.0238,0.0181,0.0135,0.0093,0.0068,0.0049,0.0040,0.0033,0.0028,0.0023,0.0020,0.0017,0.0015,0.0014,0.0014,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0012,0.0017,0.0036,0.0013,0.0011,0.0011,0.0011,0.0011,0.0010,0.0011,0.0013,0.0017,0.0013,0.0011,0.0015,0.0031,0.0036,0.0023,0.0019,0.0032,0.0035,0.0032,0.0022,0.0019,0.0123,0.0072,0.0033,0.0044,0.0064,0.0100,0.0103
0.4401,0.4240,0.4022,0.3807,0.3610,0.3407,0.3212,0.3043,0.2804,0.2627,0.2481,0.2351,0.2226,0.2105,0.1954,0.1812,0.1695,0.1573,0.1477,0.1374,0.1245,0.1148,0.1052,0.0963,0.0859,0.0715,0.0577,0.0459,0.0379,0.0315,0.0255,0.0201,0.0129,0.0080,0.0051,0.0035,0.0024,0.0017,0.0011,0.0006,0.0004,0.0003,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0038,0.0041,0.0017,0.0009,0.0004,0.0004,0.0004
0.1860,0.1813,0.1778,0.1713,0.1683,0.1564,0.1490,0.1426,0.1357,0.1283,0.1243,0.1202,0.1177,0.1172,0.1158,0.1119,0.1068,0.1013,0.0926,0.0846,0.0785,0.0743,0.0693,0.0633,0.0575,0.0506,0.0416,0.0350,0.0283,0.0218,0.0149,0.0114,0.0079,0.0053,0.0033,0.0018,0.0007,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0005,0.0006,0.0009,0.0017,0.0031,0.0020,0.0005,0.0002,0.0002,0.0006,0.0020,0.0028,0.0037,0.0107,0.0085,0.0059,0.0033,0.0023,0.0021
0.1770,0.1750,0.1721,0.1663,0.1662,0.1581,0.1508,0.1442,0.1353,0.1290,0.1238,0.1188,0.1156,0.1128,0.1110,0.1064,0.1018,0.0951,0.0869,0.0778,0.0728,0.0672,0.0613,0.0572,0.0521,0.0450,0.0403,0.0383,0.0357,0.0321,0.0276,0.0229,0.0200,0.0194,0.0191,0.0186,0.0170,0.0137,0.0125,0.0117,0.0114,0.0111,0.0108,0.0096,0.0076,0.0055,0.0031,0.0015,0.0008,0.0004,0.0003,0.0002,0.0001,0.0001,0.0002,0.0005,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0003,0.0020,0.0029,0.0031,0.0032,0.0071,0.0044,0.0012,0.0004,0.0004,0.0024,0.0050,0.0043,0.0036,0.0110,0.0144,0.0088,0.0019,0.0002,0.0032
0.1897,0.1889,0.1868,0.1835,0.1821,0.1792,0.1754,0.1691,0.1697,0.1679,0.1599,0.1512,0.1436,0.1362,0.1307,0.1262,0.1222,0.1156,0.1073,0.0991,0.0917,0.0864,0.0845,0.0840,0.0814,0.0773,0.0725,0.0657,0.0599,0.0543,0.0501,0.0461,0.0399,0.0314,0.0242,0.0193,0.0165,0.0178,0.0171,0.0118,0.0082,0.0055,0.0031,0.0014,0.0007,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0003,0.0006,0.0008,0.0010,0.0010,0.0014,0.0040,0.0050,0.0076,0.0081,0.0063,0.0064,0.0051,0.0061,0.0104,0.0091,0.0068,0.0062,0.0110,0.0092,0.0066,0.0053,0.0065
0.1471,0.1462,0.1463,0.1456,0.1405,0.1447,0.1489,0.1422,0.1382,0.1337,0.1277,0.1201,0.1114,0.1038,0.0998,0.1001,0.0959,0.0882,0.0807,0.0726,0.0661,0.0593,0.0512,0.0431,0.0339,0.0285,0.0236,0.0183,0.0137,0.0115,0.0091,0.0058,0.0040,0.0045,0.0055,0.0069,0.0069,0.0052,0.0058,0.0076,0.0070,0.0058,0.0043,0.0055,0.0128,0.0162,0.0180,0.0190,0.0197,0.0205,0.0213,0.0223,0.0233,0.0236,0.0242,0.0245,0.0242,0.0247,0.0251,0.0273,0.0289,0.0311,0.0356,0.0351,0.0346,0.0365,0.0372,0.0364,0.0358,0.0347,0.0353,0.0405,0.0419,0.0467,0.0491,0.0531,0.0524,0.0517,0.0493,0.0491,0.0552,0.0570,0.0557,0.0518,0.0583,0.0549,0.0497,0.0470,0.0466
0.1571,0.1796,0.1848,0.1740,0.1573,0.1466,0.1495,0.1348,0.1310,0.1589,0.1511,0.1335,0.1092,0.0968,0.0972,0.1038,0.1046,0.1040,0.1041,0.1027,0.1031,0.1025,0.0990,0.0996,0.1029,0.1008,0.0981,0.0956,0.0934,0.0926,0.0936,0.0935,0.0923,0.0897,0.0868,0.0832,0.0783,0.0752,0.0782,0.0795,0.0787,0.0759,0.0717,0.0700,0.0778,0.0772,0.0750,0.0735,0.0732,0.0719,0.0701,0.0682,0.0654,0.0620,0.0647,0.0745,0.0695,0.0637,0.0580,0.0575,0.0573,0.0560,0.0593,0.0587,0.0584,0.0566,0.0552,0.0546,0.0548,0.0552,0.0541,0.0655,0.0671,0.0697,0.0702,0.0697,0.0714,0.0708,0.0802,0.0760,0.0746,0.0761,0.0743,0.0711,0.0747,0.0680,0.0620,0.0615,0.0625
