0.0043,0.0051,0.0060,0.0071,0.0079,0.0085,0.0089,0.0092,0.0095,0.0095,0.0098,0.0105,0.0110,0.0106,0.0105,0.0103,0.0104,0.0107,0.0104,0.0107,0.0107,0.0103,0.0103,0.0097,0.0088,0.0078,0.0076,0.0080
0.0401,0.0404,0.0406,0.0410,0.0415,0.0416,0.0420,0.0427,0.0422,0.0424,0.0426,0.0423,0.0421,0.0418,0.0413,0.0410,0.0417,0.0419,0.0414,0.0408,0.0420,0.0428,0.0429,0.0412,0.0406,0.0410,0.0406,0.0399
0.0544,0.0518,0.0493,0.0470,0.0443,0.0407,0.0375,0.0345,0.0327,0.0303,0.0283,0.0267,0.0250,0.0249,0.0251,0.0253,0.0249,0.0244,0.0232,0.0216,0.0201,0.0179,0.0158,0.0155,0.0153,0.0140,0.0132,0.0127
0.0175,0.0164,0.0152,0.0142,0.0137,0.0131,0.0125,0.0117,0.0112,0.0111,0.0112,0.0110,0.0107,0.0106,0.0106,0.0106,0.0104,0.0102,0.0093,0.0091,0.0088,0.0083,0.0070,0.0063,0.0058,0.0047,0.0033,0.0018
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0019,0.0013,0.0006,0.0004,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0003,0.0003,0.0002,0.0001,0.0000,0.0000,0.0002,0.0002,0.0003,0.0003,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0140,0.0132,0.0123,0.0113,0.0101,0.0094,0.0086,0.0078,0.0071,0.0061,0.0050,0.0038,0.0024,0.0014,0.0009,0.0004,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
