0.0005,0.0008,0.0010,0.0013,0.0016,0.0021,0.0026,0.0030,0.0036,0.0043,0.0048,0.0049,0.0052,0.0058,0.0063,0.0062,0.0066,0.0063,0.0065,0.0068,0.0074,0.0078,0.0080,0.0081,0.0078,0.0071,0.0071,0.0073
0.0399,0.0407,0.0399,0.0394,0.0376,0.0367,0.0351,0.0340,0.0340,0.0337,0.0323,0.0320,0.0310,0.0289,0.0267,0.0252,0.0236,0.0225,0.0216,0.0202,0.0185,0.0165,0.0141,0.0126,0.0107,0.0088,0.0068,0.0043
0.0430,0.0374,0.0333,0.0291,0.0264,0.0241,0.0221,0.0198,0.0172,0.0148,0.0125,0.0107,0.0087,0.0078,0.0068,0.0065,0.0051,0.0040,0.0031,0.0022,0.0016,0.0011,0.0009,0.0008,0.0005,0.0003,0.0003,0.0001
0.0109,0.0107,0.0101,0.0097,0.0093,0.0090,0.0083,0.0080,0.0078,0.0076,0.0072,0.0064,0.0058,0.0053,0.0048,0.0043,0.0044,0.0039,0.0033,0.0029,0.0023,0.0019,0.0016,0.0012,0.0007,0.0003,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0004,0.0002,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0003,0.0010,0.0017,0.0019,0.0016,0.0012,0.0007,0.0004,0.0003,0.0003,0.0000,0.0000,0.0000,0.0000
0.0126,0.0117,0.0106,0.0095,0.0087,0.0081,0.0075,0.0068,0.0060,0.0056,0.0051,0.0046,0.0041,0.0034,0.0029,0.0023,0.0019,0.0012,0.0007,0.0003,0.0002,0.0002,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000
0.0031,0.0026,0.0022,0.0018,0.0014,0.0013,0.0011,0.0008,0.0003,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
