0.0625,0.0620,0.0618,0.0624,0.0594,0.0527,0.0509,0.0505,0.0485,0.0468,0.0479,0.0451,0.0472,0.0473,0.0466,0.0468,0.0469,0.0450,0.0442,0.0421,0.0403,0.0414,0.0405,0.0322,0.0271,0.0293,0.0312,0.0300,0.0270,0.0235,0.0216,0.0214,0.0222,0.0232,0.0249,0.0226,0.0228,0.0190,0.0153,0.0179,0.0184,0.0163,0.0136,0.0145,0.0155,0.0164,0.0164,0.0171,0.0154,0.0152,0.0143,0.0134,0.0127,0.0108,0.0073,0.0083,0.0074,0.0034,0.0017,0.0009,0.0005,0.0005,0.0011,0.0013,0.0009,0.0007,0.0006,nan
0.0289,0.0287,0.0292,0.0277,0.0275,0.0273,0.0255,0.0252,0.0251,0.0237,0.0230,0.0207,0.0209,0.0213,0.0210,0.0211,0.0204,0.0202,0.0194,0.0179,0.0167,0.0168,0.0163,0.0135,0.0129,0.0134,0.0141,0.0139,0.0144,0.0138,0.0124,0.0114,0.0118,0.0111,0.0109,0.0115,0.0114,0.0112,0.0105,0.0096,0.0097,0.0097,0.0093,0.0095,0.0092,0.0093,0.0086,0.0081,0.0085,0.0071,0.0070,0.0073,0.0073,0.0067,0.0060,0.0067,0.0062,0.0063,0.0062,0.0064,0.0067,0.0071,0.0074,0.0077,0.0079,0.0083,0.0081,nan
0.0706,0.0760,0.0780,0.0804,0.0809,0.0803,0.0777,0.0773,0.0808,0.0812,0.0775,0.0725,0.0712,0.0752,0.0744,0.0779,0.0771,0.0746,0.0744,0.0736,0.0644,0.0600,0.0604,0.0570,0.0522,0.0514,0.0550,0.0547,0.0564,0.0557,0.0515,0.0476,0.0476,0.0449,0.0446,0.0451,0.0463,0.0463,0.0456,0.0415,0.0390,0.0406,0.0373,0.0371,0.0371,0.0358,0.0378,0.0380,0.0383,0.0348,0.0327,0.0337,0.0332,0.0327,0.0275,0.0286,0.0302,0.0297,0.0274,0.0272,0.0271,0.0283,0.0295,0.0308,0.0307,0.0310,0.0304,nan
0.1689,0.1660,0.1662,0.1671,0.1702,0.1728,0.1730,0.1727,0.1734,0.1747,0.1707,0.1672,0.1625,0.1665,0.1642,0.1697,0.1666,0.1657,0.1652,0.1667,0.1559,0.1541,0.1526,0.1554,0.1416,0.1409,0.1497,0.1471,0.1402,0.1460,0.1435,0.1379,0.1367,0.1304,0.1258,0.1299,0.1318,0.1318,0.1317,0.1276,0.1226,0.1227,0.1150,0.1119,0.1106,0.1048,0.1049,0.1042,0.1055,0.1014,0.1003,0.0976,0.0909,0.0894,0.0882,0.0851,0.0827,0.0808,0.0760,0.0791,0.0749,0.0725,0.0728,0.0684,0.0628,0.0623,0.0604,nan
0.2926,0.2849,0.2833,0.2708,0.2777,0.2857,0.2859,0.2795,0.2728,0.2630,0.2559,0.2434,0.2383,0.2349,0.2331,0.2270,0.2300,0.2278,0.2225,0.2222,0.2128,0.2062,0.2012,0.1966,0.1849,0.1709,0.1573,0.1543,0.1340,0.1266,0.1244,0.1137,0.1059,0.0982,0.0718,0.0683,0.0625,0.0516,0.0474,0.0420,0.0325,0.0325,0.0288,0.0261,0.0246,0.0200,0.0166,0.0148,0.0147,0.0132,0.0115,0.0079,0.0027,0.0021,0.0017,0.0021,0.0018,0.0017,0.0013,0.0014,0.0010,0.0005,0.0006,0.0002,0.0003,0.0004,0.0005,nan
0.3120,0.2963,0.2941,0.2929,0.2803,0.2765,0.2733,0.2667,0.2551,0.2409,0.2340,0.2247,0.2165,0.2043,0.1976,0.1925,0.1896,0.1813,0.1762,0.1730,0.1661,0.1550,0.1485,0.1375,0.1251,0.1040,0.0917,0.0843,0.0786,0.0665,0.0618,0.0593,0.0514,0.0417,0.0314,0.0287,0.0282,0.0231,0.0194,0.0187,0.0173,0.0138,0.0135,0.0096,0.0056,0.0043,0.0013,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,nan
0.3919,0.3714,0.3410,0.3477,0.3459,0.3396,0.3339,0.3369,0.3294,0.3155,0.3030,0.3002,0.2875,0.2785,0.2628,0.2656,0.2617,0.2568,0.2510,0.2459,0.2345,0.2308,0.2263,0.2209,0.2065,0.1910,0.1776,0.1684,0.1620,0.1579,0.1525,0.1452,0.1445,0.1324,0.1149,0.1114,0.1072,0.0949,0.0852,0.0856,0.0799,0.0713,0.0677,0.0638,0.0514,0.0488,0.0359,0.0376,0.0309,0.0286,0.0232,0.0190,0.0128,0.0115,0.0151,0.0144,0.0133,0.0134,0.0132,0.0135,0.0130,0.0111,0.0108,0.0090,0.0076,0.0045,0.0049,nan
0.3933,0.3804,0.3523,0.3502,0.3388,0.3258,0.3066,0.2995,0.2905,0.2687,0.2448,0.2410,0.2233,0.2200,0.1959,0.1918,0.1881,0.1889,0.1899,0.1863,0.1800,0.1773,0.1677,0.1651,0.1622,0.1602,0.1483,0.1448,0.1430,0.1374,0.1361,0.1293,0.1275,0.1251,0.1227,0.1204,0.1173,0.1058,0.0936,0.0950,0.0976,0.0905,0.0874,0.0849,0.0826,0.0842,0.0769,0.0732,0.0699,0.0725,0.0673,0.0681,0.0607,0.0457,0.0467,0.0460,0.0416,0.0418,0.0403,0.0397,0.0384,0.0366,0.0347,0.0368,0.0318,0.0285,0.0274,nan
0.3480,0.3303,0.3087,0.2936,0.2830,0.2728,0.2617,0.2502,0.2408,0.2217,0.1930,0.1810,0.1704,0.1614,0.1485,0.1279,0.1187,0.1184,0.1157,0.1072,0.0986,0.0962,0.0926,0.0826,0.0768,0.0715,0.0683,0.0646,0.0641,0.0645,0.0619,0.0614,0.0614,0.0589,0.0587,0.0587,0.0574,0.0528,0.0421,0.0403,0.0418,0.0389,0.0357,0.0340,0.0331,0.0302,0.0309,0.0297,0.0282,0.0268,0.0244,0.0246,0.0221,0.0127,0.0125,0.0099,0.0075,0.0063,0.0060,0.0069,0.0044,0.0045,0.0041,0.0040,0.0038,0.0038,0.0040,nan
0.5219,0.4945,0.4732,0.4436,0.4132,0.3813,0.3676,0.3512,0.3146,0.2934,0.2656,0.2492,0.2337,0.2185,0.2146,0.1958,0.1838,0.1785,0.1760,0.1654,0.1524,0.1452,0.1411,0.1290,0.1192,0.1048,0.0982,0.0847,0.0744,0.0644,0.0585,0.0554,0.0525,0.0519,0.0518,0.0533,0.0524,0.0498,0.0448,0.0409,0.0412,0.0390,0.0368,0.0361,0.0338,0.0318,0.0315,0.0310,0.0311,0.0275,0.0251,0.0228,0.0194,0.0147,0.0112,0.0084,0.0071,0.0078,0.0090,0.0088,0.0070,0.0077,0.0075,0.0065,0.0045,0.0057,0.0045,nan
0.4136,0.4039,0.4015,0.3997,0.3964,0.3699,0.3549,0.3521,0.3213,0.3045,0.2921,0.2789,0.2723,0.2511,0.2387,0.2254,0.2132,0.2038,0.1950,0.1854,0.1726,0.1505,0.1428,0.1324,0.1302,0.1280,0.1250,0.1198,0.1126,0.1103,0.1095,0.1058,0.1001,0.0994,0.0980,0.1017,0.1013,0.1018,0.0973,0.0873,0.0890,0.0861,0.0833,0.0802,0.0798,0.0768,0.0754,0.0760,0.0745,0.0701,0.0683,0.0664,0.0637,0.0585,0.0502,0.0480,0.0470,0.0456,0.0454,0.0455,0.0410,0.0407,0.0377,0.0363,0.0347,0.0355,0.0373,nan
0.1811,0.1721,0.1626,0.1605,0.1629,0.1608,0.1551,0.1532,0.1479,0.1337,0.1331,0.1295,0.1295,0.1205,0.1135,0.1138,0.1125,0.1054,0.1081,0.1042,0.1092,0.1046,0.1007,0.0943,0.0950,0.0959,0.0981,0.0910,0.0878,0.0872,0.0892,0.0859,0.0821,0.0817,0.0849,0.0911,0.0905,0.0862,0.0889,0.0880,0.0837,0.0846,0.0816,0.0790,0.0781,0.0736,0.0692,0.0728,0.0654,0.0627,0.0630,0.0616,0.0579,0.0574,0.0549,0.0558,0.0578,0.0539,0.0516,0.0489,0.0460,0.0450,0.0452,0.0425,0.0403,0.0390,0.0404,nan
0.1456,0.1403,0.1368,0.1280,0.1255,0.1196,0.1188,0.1222,0.1148,0.1053,0.1033,0.0989,0.1006,0.0971,0.0917,0.0955,0.0927,0.0873,0.0885,0.0859,0.0890,0.0856,0.0822,0.0741,0.0699,0.0666,0.0698,0.0659,0.0658,0.0669,0.0664,0.0635,0.0608,0.0628,0.0671,0.0695,0.0682,0.0698,0.0704,0.0692,0.0668,0.0648,0.0656,0.0644,0.0618,0.0614,0.0628,0.0643,0.0590,0.0585,0.0552,0.0536,0.0525,0.0551,0.0561,0.0525,0.0537,0.0532,0.0512,0.0490,0.0471,0.0465,0.0496,0.0506,0.0477,0.0436,0.0420,nan
0.1591,0.1605,0.1582,0.1511,0.1429,0.1271,0.1209,0.1194,0.1157,0.1087,0.0997,0.0975,0.0980,0.1023,0.0977,0.0938,0.0877,0.0876,0.0840,0.0811,0.0811,0.0793,0.0750,0.0695,0.0648,0.0610,0.0593,0.0538,0.0477,0.0464,0.0440,0.0393,0.0344,0.0334,0.0325,0.0326,0.0291,0.0266,0.0255,0.0258,0.0252,0.0228,0.0248,0.0253,0.0215,0.0165,0.0165,0.0172,0.0139,0.0131,0.0137,0.0149,0.0151,0.0154,0.0138,0.0118,0.0113,0.0105,0.0095,0.0072,0.0062,0.0052,0.0044,0.0044,0.0046,0.0047,0.0056,nan
0.0261,0.0262,0.0259,0.0228,0.0220,0.0228,0.0226,0.0226,0.0232,0.0235,0.0232,0.0222,0.0215,0.0215,0.0202,0.0164,0.0113,0.0079,0.0062,0.0042,0.0051,0.0053,0.0043,0.0025,0.0013,0.0007,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,nan
0.0037,0.0039,0.0039,0.0032,0.0033,0.0031,0.0025,0.0018,0.0022,0.0022,0.0022,0.0024,0.0015,0.0016,0.0018,0.0016,0.0015,0.0015,0.0013,0.0004,0.0004,0.0005,0.0006,0.0013,0.0003,0.0005,0.0014,0.0014,0.0004,0.0013,0.0005,0.0004,0.0001,0.0001,0.0000,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0.0002,0.0003,0.0003,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,nan
0.0034,0.0036,0.0035,0.0036,0.0037,0.0037,0.0038,0.0037,0.0036,0.0037,0.0035,0.0034,0.0034,0.0035,0.0035,0.0030,0.0029,0.0028,0.0026,0.0025,0.0027,0.0028,0.0027,0.0027,0.0026,0.0026,0.0025,0.0025,0.0024,0.0024,0.0024,0.0024,0.0022,0.0021,0.0021,0.0022,0.0021,0.0020,0.0021,0.0019,0.0019,0.0020,0.0019,0.0019,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0020,0.0017,0.0018,0.0018,0.0018,0.0019,0.0020,0.0017,0.0017,0.0017,0.0017,0.0016,0.0017,0.0016,0.0016,0.0017,nan
0.4247,0.4235,0.4322,0.4298,0.4344,0.4377,0.4435,0.4434,0.4439,0.4387,0.4421,0.4483,0.4551,0.4528,0.4473,0.4462,0.4368,0.4252,0.4281,0.4280,0.4274,0.4165,0.4304,0.4366,0.4335,0.4338,0.4389,0.4391,0.4351,0.4343,0.4376,0.4272,0.4262,0.4385,0.4379,0.4413,0.4370,0.4251,0.4192,0.4197,0.4215,0.4240,0.4172,0.4104,0.4190,0.4128,0.4086,0.4102,0.4073,0.3987,0.3925,0.3906,0.3876,0.3908,0.3964,0.3676,0.3713,0.3662,0.3626,0.3613,0.3653,0.3726,0.3699,0.3682,0.3646,0.3710,0.3673,nan
0.4629,0.4588,0.4642,0.4580,0.4646,0.4681,0.4701,0.4687,0.4727,0.4658,0.4547,0.4542,0.4651,0.4673,0.4721,0.4773,0.4708,0.4365,0.4394,0.4307,0.4349,0.4301,0.4285,0.4436,0.4491,0.4377,0.4359,0.4350,0.4373,0.4302,0.4262,0.4199,0.4185,0.4099,0.3935,0.3850,0.3807,0.3680,0.3656,0.3766,0.3640,0.3612,0.3611,0.3613,0.3635,0.3603,0.3584,0.3614,0.3597,0.3544,0.3505,0.3451,0.3381,0.3382,0.3407,0.3221,0.3110,0.3117,0.3033,0.2966,0.2954,0.3026,0.3114,0.3111,0.3070,0.2983,0.3012,nan
0.4488,0.4393,0.4396,0.4332,0.4344,0.4385,0.4319,0.4307,0.4308,0.4204,0.3980,0.3918,0.3997,0.3946,0.3905,0.3921,0.3845,0.3445,0.3221,0.3108,0.3071,0.3003,0.2765,0.2800,0.2805,0.2678,0.2564,0.2518,0.2503,0.2493,0.2406,0.2318,0.2227,0.2142,0.2009,0.1874,0.1734,0.1801,0.1766,0.1669,0.1556,0.1490,0.1516,0.1507,0.1456,0.1467,0.1459,0.1427,0.1415,0.1412,0.1442,0.1407,0.1376,0.1293,0.1219,0.1212,0.1167,0.1160,0.1100,0.1077,0.1030,0.0995,0.1006,0.0993,0.1022,0.1027,0.1028,nan
0.4914,0.4892,0.4945,0.4764,0.4680,0.4729,0.4597,0.4503,0.4524,0.4281,0.3873,0.3829,0.3720,0.3713,0.3654,0.3594,0.3433,0.3095,0.2654,0.2538,0.2435,0.2316,0.2143,0.1901,0.1888,0.1751,0.1587,0.1460,0.1333,0.1237,0.1162,0.1051,0.1006,0.0933,0.0828,0.0747,0.0710,0.0694,0.0687,0.0677,0.0654,0.0626,0.0611,0.0592,0.0565,0.0524,0.0522,0.0514,0.0498,0.0487,0.0496,0.0477,0.0483,0.0473,0.0439,0.0406,0.0376,0.0362,0.0344,0.0324,0.0289,0.0257,0.0240,0.0238,0.0245,0.0239,0.0225,nan
0.4618,0.4594,0.4731,0.4657,0.4360,0.4267,0.4281,0.4178,0.4086,0.3676,0.3130,0.2983,0.2890,0.2753,0.2688,0.2440,0.2345,0.2092,0.1639,0.1404,0.1329,0.1147,0.1003,0.0772,0.0752,0.0649,0.0622,0.0577,0.0399,0.0308,0.0301,0.0285,0.0268,0.0265,0.0246,0.0227,0.0206,0.0192,0.0183,0.0181,0.0171,0.0159,0.0155,0.0146,0.0134,0.0107,0.0096,0.0090,0.0085,0.0093,0.0085,0.0079,0.0075,0.0073,0.0063,0.0053,0.0041,0.0046,0.0043,0.0044,0.0039,0.0036,0.0036,0.0036,0.0037,0.0042,0.0042,nan
0.4207,0.4065,0.4115,0.4086,0.3828,0.3703,0.3607,0.3500,0.3279,0.2858,0.2394,0.2129,0.1979,0.1792,0.1655,0.1425,0.1249,0.1179,0.0940,0.0815,0.0757,0.0638,0.0519,0.0198,0.0203,0.0197,0.0179,0.0158,0.0139,0.0128,0.0139,0.0143,0.0146,0.0149,0.0160,0.0156,0.0124,0.0109,0.0116,0.0124,0.0135,0.0108,0.0105,0.0103,0.0097,0.0084,0.0069,0.0056,0.0057,0.0049,0.0037,0.0032,0.0036,0.0038,0.0037,0.0033,0.0019,0.0012,0.0007,0.0003,0.0004,0.0000,0.0013,0.0018,0.0017,0.0015,0.0010,nan
