0.5061, 0.5086, 0.5012, 0.4978, 0.4972, 0.4939, 0.4893, 0.4853, 0.4786, 0.4651, 0.4564, 0.4486, 0.4431, 0.4352, 0.4213, 0.4034, 0.3895, 0.3707, 0.3421, 0.3160, 0.2924, 0.2668, 0.2388, 0.2133, 0.1832, 0.1540, 0.1291, 0.1062, 0.0854, 0.0676, 0.0581, 0.0492, 0.0397, 0.0317, 0.0285, 0.0258, 0.0227, 0.0207, 0.0191, 0.0182, 0.0174, 0.0166, 0.0172, 0.0174, 0.0174, 0.0174, 0.0169, 0.0144, 0.0125, 0.0120, 0.0106, 0.0134, 0.0147, 0.0132, 0.0121, 0.0126, 0.0137, 0.0146, 0.0143, 0.0137, 0.0137, 0.0132, 0.0148, 0.0153, 0.0139, 0.0132, 0.0139, 0.0139, 0.0107, 0.0069, 0.0054, 0.0049, 0.0042, 0.0038, 0.0045, 0.0057, 0.0058, 0.0054, 0.0047, 0.0049, 0.0049, 0.0044, 0.0043, 0.0047, 0.0046, 0.0048, 0.0054, 0.0061, 0.0064, 0.0075, 0.0095, 0.0113, 0.0107, 0.0102, 0.0115, 0.0127, 0.0131, 0.0135, 0.0144, 0.0171, 0.0192, 0.0199, 0.0217, 0.0220, 0.0211, 0.0204, 0.0200, 0.0195, 0.0184, 0.0163, 0.0132, 0.0126, 0.0121, 0.0119, 0.0105, 0.0090, 0.0093, 0.0124, 0.0149, 0.0157, 0.0178, 0.0182, 0.0214, 0.0210, 0.0240, 0.0252, 0.0314, 0.0368, 0.0393, 0.0407, 0.0414, 0.0400, 0.0381, 0.0386, 0.0332, 0.0317, 0.0319, 0.0340, 0.0361, 0.0368, 0.0380, 0.0450, 0.0438, 0.0394, 0.0393, 0.0413, 0.0438, 0.0468, 0.0448, 0.0442, 0.0451, 0.0467, 0.0492, 0.0508, 0.0516, 0.0558, 0.0602, 0.0571, 0.0562, 0.0585, 0.0581, 0.0589, 0.0586, 0.0583, 0.0606, 0.0619, 0.0646, 0.0658, 0.0678, 0.0713, 0.0758, 0.0810, 0.0855, 0.0916, 0.0965, 0.0993, 0.1010, 0.1021, 0.1030
0.4516, 0.4512, 0.4468, 0.4403, 0.4406, 0.4400, 0.4391, 0.4419, 0.4409, 0.4333, 0.4257, 0.4191, 0.4137, 0.4107, 0.4064, 0.4044, 0.4037, 0.4000, 0.3869, 0.3728, 0.3628, 0.3530, 0.3402, 0.3204, 0.2918, 0.2701, 0.2545, 0.2414, 0.2242, 0.2001, 0.1809, 0.1630, 0.1386, 0.1139, 0.0973, 0.0779, 0.0646, 0.0541, 0.0441, 0.0378, 0.0333, 0.0296, 0.0271, 0.0252, 0.0242, 0.0233, 0.0225, 0.0213, 0.0201, 0.0193, 0.0174, 0.0173, 0.0172, 0.0172, 0.0175, 0.0176, 0.0176, 0.0184, 0.0184, 0.0185, 0.0188, 0.0180, 0.0181, 0.0186, 0.0185, 0.0181, 0.0182, 0.0183, 0.0164, 0.0145, 0.0137, 0.0139, 0.0129, 0.0127, 0.0138, 0.0155, 0.0171, 0.0186, 0.0196, 0.0201, 0.0198, 0.0196, 0.0193, 0.0191, 0.0180, 0.0172, 0.0168, 0.0168, 0.0171, 0.0173, 0.0172, 0.0161, 0.0146, 0.0138, 0.0140, 0.0136, 0.0126, 0.0122, 0.0120, 0.0118, 0.0118, 0.0116, 0.0114, 0.0112, 0.0100, 0.0092, 0.0086, 0.0084, 0.0087, 0.0079, 0.0074, 0.0076, 0.0079, 0.0084, 0.0078, 0.0071, 0.0074, 0.0097, 0.0124, 0.0164, 0.0211, 0.0259, 0.0279, 0.0284, 0.0389, 0.0440, 0.0491, 0.0514, 0.0536, 0.0564, 0.0581, 0.0602, 0.0617, 0.0622, 0.0579, 0.0568, 0.0580, 0.0586, 0.0620, 0.0656, 0.0688, 0.0709, 0.0698, 0.0636, 0.0629, 0.0621, 0.0670, 0.0713, 0.0726, 0.0676, 0.0696, 0.0699, 0.0705, 0.0716, 0.0746, 0.0790, 0.0847, 0.0890, 0.0882, 0.0863, 0.0864, 0.0873, 0.0894, 0.0873, 0.0896, 0.0908, 0.0949, 0.1007, 0.1061, 0.1113, 0.1151, 0.1172, 0.1196, 0.1186, 0.1181, 0.1222, 0.1292, 0.1300, 0.1301
0.4506, 0.4414, 0.4395, 0.4317, 0.4257, 0.4226, 0.4212, 0.4170, 0.4153, 0.4131, 0.4059, 0.4007, 0.3922, 0.3856, 0.3800, 0.3747, 0.3670, 0.3601, 0.3511, 0.3373, 0.3255, 0.3125, 0.2980, 0.2819, 0.2547, 0.2291, 0.2122, 0.1996, 0.1883, 0.1728, 0.1589, 0.1464, 0.1319, 0.1203, 0.1104, 0.0958, 0.0837, 0.0762, 0.0691, 0.0611, 0.0551, 0.0514, 0.0490, 0.0471, 0.0455, 0.0444, 0.0434, 0.0425, 0.0411, 0.0379, 0.0364, 0.0362, 0.0372, 0.0370, 0.0364, 0.0359, 0.0357, 0.0360, 0.0359, 0.0358, 0.0357, 0.0355, 0.0351, 0.0351, 0.0346, 0.0322, 0.0311, 0.0301, 0.0277, 0.0274, 0.0273, 0.0271, 0.0258, 0.0258, 0.0259, 0.0261, 0.0250, 0.0227, 0.0225, 0.0216, 0.0206, 0.0191, 0.0181, 0.0179, 0.0166, 0.0141, 0.0133, 0.0132, 0.0129, 0.0125, 0.0115, 0.0107, 0.0093, 0.0094, 0.0107, 0.0106, 0.0097, 0.0087, 0.0076, 0.0066, 0.0060, 0.0054, 0.0052, 0.0052, 0.0055, 0.0061, 0.0068, 0.0071, 0.0078, 0.0086, 0.0104, 0.0120, 0.0140, 0.0165, 0.0185, 0.0189, 0.0183, 0.0181, 0.0193, 0.0192, 0.0207, 0.0217, 0.0242, 0.0309, 0.0411, 0.0447, 0.0503, 0.0505, 0.0503, 0.0490, 0.0465, 0.0475, 0.0516, 0.0577, 0.0635, 0.0672, 0.0708, 0.0724, 0.0712, 0.0700, 0.0701, 0.0709, 0.0702, 0.0656, 0.0616, 0.0589, 0.0566, 0.0571, 0.0591, 0.0626, 0.0655, 0.0710, 0.0699, 0.0650, 0.0688, 0.0703, 0.0719, 0.0719, 0.0701, 0.0701, 0.0742, 0.0822, 0.0911, 0.0956, 0.0983, 0.1009, 0.1035, 0.1069, 0.1081, 0.1110, 0.1138, 0.1147, 0.1137, 0.1120, 0.1122, 0.1114, 0.1122, 0.1163, 0.1250
0.3794, 0.3732, 0.3733, 0.3722, 0.3665, 0.3630, 0.3617, 0.3540, 0.3445, 0.3435, 0.3414, 0.3369, 0.3310, 0.3209, 0.3127, 0.3025, 0.2905, 0.2800, 0.2691, 0.2542, 0.2401, 0.2272, 0.2132, 0.2012, 0.1882, 0.1667, 0.1487, 0.1365, 0.1265, 0.1168, 0.1073, 0.0990, 0.0911, 0.0858, 0.0822, 0.0791, 0.0758, 0.0731, 0.0720, 0.0705, 0.0681, 0.0666, 0.0656, 0.0642, 0.0631, 0.0623, 0.0615, 0.0607, 0.0596, 0.0580, 0.0564, 0.0561, 0.0563, 0.0555, 0.0543, 0.0533, 0.0527, 0.0520, 0.0510, 0.0502, 0.0497, 0.0489, 0.0482, 0.0479, 0.0477, 0.0462, 0.0459, 0.0452, 0.0448, 0.0446, 0.0443, 0.0440, 0.0437, 0.0439, 0.0439, 0.0440, 0.0440, 0.0435, 0.0432, 0.0424, 0.0418, 0.0411, 0.0411, 0.0409, 0.0408, 0.0403, 0.0401, 0.0395, 0.0388, 0.0385, 0.0382, 0.0378, 0.0360, 0.0352, 0.0346, 0.0338, 0.0335, 0.0335, 0.0333, 0.0330, 0.0334, 0.0336, 0.0330, 0.0333, 0.0340, 0.0331, 0.0321, 0.0313, 0.0311, 0.0301, 0.0266, 0.0232, 0.0212, 0.0203, 0.0192, 0.0168, 0.0149, 0.0135, 0.0122, 0.0167, 0.0209, 0.0228, 0.0226, 0.0244, 0.0296, 0.0267, 0.0255, 0.0240, 0.0220, 0.0232, 0.0255, 0.0249, 0.0250, 0.0269, 0.0308, 0.0350, 0.0395, 0.0423, 0.0417, 0.0372, 0.0355, 0.0351, 0.0383, 0.0386, 0.0367, 0.0345, 0.0349, 0.0367, 0.0383, 0.0449, 0.0537, 0.0589, 0.0569, 0.0528, 0.0474, 0.0417, 0.0396, 0.0408, 0.0446, 0.0535, 0.0647, 0.0801, 0.0896, 0.0970, 0.1036, 0.1070, 0.1098, 0.1128, 0.1149, 0.1163, 0.1171, 0.1130, 0.1099, 0.1024, 0.0976, 0.1026, 0.1089, 0.1162, 0.1147
0.2611, 0.2568, 0.2512, 0.2472, 0.2372, 0.2283, 0.2224, 0.2169, 0.2109, 0.2044, 0.1983, 0.1945, 0.1880, 0.1750, 0.1608, 0.1490, 0.1385, 0.1290, 0.1226, 0.1169, 0.1056, 0.0952, 0.0871, 0.0811, 0.0769, 0.0713, 0.0648, 0.0604, 0.0583, 0.0566, 0.0547, 0.0527, 0.0508, 0.0489, 0.0476, 0.0465, 0.0450, 0.0427, 0.0407, 0.0404, 0.0388, 0.0379, 0.0368, 0.0358, 0.0352, 0.0345, 0.0335, 0.0325, 0.0320, 0.0311, 0.0287, 0.0273, 0.0265, 0.0262, 0.0260, 0.0255, 0.0250, 0.0248, 0.0246, 0.0243, 0.0240, 0.0236, 0.0226, 0.0213, 0.0206, 0.0195, 0.0189, 0.0178, 0.0152, 0.0136, 0.0127, 0.0118, 0.0110, 0.0106, 0.0103, 0.0095, 0.0088, 0.0075, 0.0073, 0.0071, 0.0065, 0.0055, 0.0051, 0.0049, 0.0042, 0.0033, 0.0028, 0.0023, 0.0017, 0.0015, 0.0015, 0.0014, 0.0007, 0.0002, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0004, 0.0004, 0.0004, 0.0003, 0.0003, 0.0002, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0001, 0.0003, 0.0005, 0.0007, 0.0016, 0.0043, 0.0061, 0.0072, 0.0082, 0.0099, 0.0115, 0.0134, 0.0192, 0.0285, 0.0413, 0.0501, 0.0554, 0.0597, 0.0639, 0.0633, 0.0657, 0.0705, 0.0713, 0.0660, 0.0633, 0.0632, 0.0625, 0.0629, 0.0665, 0.0668
0.1291, 0.1179, 0.1141, 0.1118, 0.1059, 0.0964, 0.0893, 0.0840, 0.0763, 0.0715, 0.0695, 0.0683, 0.0668, 0.0620, 0.0546, 0.0514, 0.0512, 0.0511, 0.0509, 0.0502, 0.0490, 0.0482, 0.0476, 0.0466, 0.0453, 0.0439, 0.0422, 0.0407, 0.0388, 0.0375, 0.0363, 0.0338, 0.0324, 0.0325, 0.0318, 0.0301, 0.0274, 0.0248, 0.0227, 0.0226, 0.0218, 0.0204, 0.0193, 0.0180, 0.0172, 0.0162, 0.0153, 0.0143, 0.0133, 0.0122, 0.0114, 0.0108, 0.0102, 0.0096, 0.0089, 0.0084, 0.0078, 0.0074, 0.0068, 0.0062, 0.0058, 0.0051, 0.0045, 0.0036, 0.0032, 0.0029, 0.0026, 0.0022, 0.0020, 0.0017, 0.0017, 0.0016, 0.0017, 0.0016, 0.0015, 0.0014, 0.0012, 0.0012, 0.0011, 0.0010, 0.0009, 0.0008, 0.0008, 0.0007, 0.0007, 0.0007, 0.0006, 0.0005, 0.0004, 0.0003, 0.0003, 0.0003, 0.0003, 0.0002, 0.0002, 0.0002, 0.0003, 0.0003, 0.0003, 0.0004, 0.0005, 0.0005, 0.0005, 0.0005, 0.0004, 0.0004, 0.0005, 0.0006, 0.0007, 0.0007, 0.0008, 0.0007, 0.0007, 0.0005, 0.0004, 0.0004, 0.0004, 0.0004, 0.0003, 0.0002, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0002, 0.0001, 0.0001, 0.0000, 0.0000, 0.0002, 0.0009, 0.0019, 0.0018, 0.0031, 0.0044, 0.0058, 0.0097, 0.0132, 0.0146, 0.0169, 0.0186, 0.0198, 0.0210, 0.0225, 0.0244, 0.0260, 0.0280, 0.0299, 0.0311, 0.0339, 0.0379, 0.0408, 0.0409, 0.0382, 0.0382, 0.0384, 0.0393, 0.0406, 0.0423, 0.0449, 0.0461, 0.0465, 0.0487, 0.0517, 0.0533, 0.0548, 0.0558, 0.0566, 0.0571, 0.0589, 0.0584, 0.0558, 0.0569, 0.0582, 0.0616, 0.0651, 0.0690, 0.0704
0.1946, 0.1848, 0.1802, 0.1768, 0.1729, 0.1652, 0.1554, 0.1495, 0.1427, 0.1349, 0.1244, 0.1188, 0.1130, 0.1091, 0.1007, 0.0914, 0.0853, 0.0791, 0.0755, 0.0726, 0.0698, 0.0637, 0.0556, 0.0487, 0.0446, 0.0417, 0.0367, 0.0307, 0.0288, 0.0285, 0.0279, 0.0271, 0.0253, 0.0228, 0.0199, 0.0182, 0.0180, 0.0172, 0.0155, 0.0150, 0.0138, 0.0126, 0.0116, 0.0111, 0.0102, 0.0094, 0.0087, 0.0078, 0.0074, 0.0073, 0.0070, 0.0066, 0.0061, 0.0055, 0.0051, 0.0043, 0.0039, 0.0035, 0.0030, 0.0025, 0.0023, 0.0021, 0.0020, 0.0016, 0.0015, 0.0018, 0.0018, 0.0016, 0.0020, 0.0021, 0.0022, 0.0026, 0.0035, 0.0035, 0.0033, 0.0037, 0.0040, 0.0039, 0.0039, 0.0038, 0.0039, 0.0037, 0.0041, 0.0042, 0.0047, 0.0050, 0.0049, 0.0049, 0.0049, 0.0051, 0.0053, 0.0053, 0.0057, 0.0065, 0.0065, 0.0064, 0.0063, 0.0065, 0.0065, 0.0068, 0.0071, 0.0074, 0.0076, 0.0082, 0.0085, 0.0090, 0.0097, 0.0103, 0.0111, 0.0122, 0.0128, 0.0137, 0.0141, 0.0145, 0.0154, 0.0164, 0.0176, 0.0224, 0.0278, 0.0289, 0.0322, 0.0346, 0.0365, 0.0393, 0.0417, 0.0426, 0.0409, 0.0444, 0.0482, 0.0519, 0.0558, 0.0551, 0.0529, 0.0551, 0.0578, 0.0575, 0.0615, 0.0658, 0.0751, 0.0790, 0.0799, 0.0803, 0.0736, 0.0727, 0.0759, 0.0783, 0.0862, 0.0918, 0.0930, 0.0924, 0.0957, 0.0985, 0.1013, 0.1023, 0.1001, 0.1008, 0.1043, 0.1061, 0.1087, 0.1056, 0.1049, 0.1046, 0.1045, 0.1065, 0.1082, 0.1164, 0.1184, 0.1197, 0.1216, 0.1245, 0.1243, 0.1274, 0.1288, 0.1299, 0.1311, 0.1293, 0.1314, 0.1315, 0.1352
0.2309, 0.2277, 0.2236, 0.2176, 0.2108, 0.2078, 0.2017, 0.1918, 0.1899, 0.1849, 0.1750, 0.1661, 0.1632, 0.1604, 0.1546, 0.1459, 0.1365, 0.1304, 0.1267, 0.1204, 0.1148, 0.1101, 0.1031, 0.0940, 0.0864, 0.0808, 0.0760, 0.0698, 0.0632, 0.0595, 0.0568, 0.0545, 0.0531, 0.0514, 0.0499, 0.0483, 0.0462, 0.0433, 0.0423, 0.0413, 0.0399, 0.0391, 0.0385, 0.0376, 0.0363, 0.0355, 0.0346, 0.0336, 0.0326, 0.0314, 0.0304, 0.0293, 0.0275, 0.0267, 0.0256, 0.0249, 0.0240, 0.0233, 0.0226, 0.0218, 0.0202, 0.0191, 0.0183, 0.0176, 0.0173, 0.0163, 0.0153, 0.0142, 0.0131, 0.0128, 0.0127, 0.0126, 0.0124, 0.0117, 0.0111, 0.0105, 0.0101, 0.0093, 0.0087, 0.0082, 0.0077, 0.0068, 0.0064, 0.0061, 0.0056, 0.0045, 0.0035, 0.0031, 0.0029, 0.0030, 0.0031, 0.0032, 0.0030, 0.0021, 0.0021, 0.0022, 0.0050, 0.0058, 0.0059, 0.0057, 0.0059, 0.0062, 0.0104, 0.0124, 0.0119, 0.0119, 0.0107, 0.0089, 0.0072, 0.0067, 0.0067, 0.0070, 0.0102, 0.0101, 0.0094, 0.0110, 0.0126, 0.0177, 0.0189, 0.0206, 0.0206, 0.0214, 0.0239, 0.0280, 0.0361, 0.0415, 0.0416, 0.0456, 0.0569, 0.0679, 0.0763, 0.0770, 0.0716, 0.0688, 0.0687, 0.0641, 0.0590, 0.0594, 0.0623, 0.0627, 0.0686, 0.0754, 0.0743, 0.0740, 0.0732, 0.0765, 0.0810, 0.0926, 0.1031, 0.1113, 0.1178, 0.1243, 0.1307, 0.1368, 0.1462, 0.1532, 0.1604, 0.1663, 0.1708, 0.1702, 0.1679, 0.1706, 0.1698, 0.1658, 0.1629, 0.1658, 0.1715, 0.1763, 0.1777, 0.1749, 0.1754, 0.1737, 0.1704, 0.1715, 0.1777, 0.1800, 0.1774, 0.1721, 0.1710
0.0960, 0.0944, 0.0931, 0.0909, 0.0865, 0.0859, 0.0839, 0.0815, 0.0802, 0.0779, 0.0726, 0.0688, 0.0660, 0.0638, 0.0619, 0.0593, 0.0547, 0.0508, 0.0479, 0.0446, 0.0417, 0.0399, 0.0380, 0.0356, 0.0332, 0.0314, 0.0290, 0.0250, 0.0240, 0.0242, 0.0235, 0.0232, 0.0225, 0.0203, 0.0183, 0.0173, 0.0171, 0.0184, 0.0188, 0.0179, 0.0159, 0.0145, 0.0134, 0.0131, 0.0125, 0.0120, 0.0113, 0.0106, 0.0102, 0.0097, 0.0094, 0.0089, 0.0082, 0.0075, 0.0071, 0.0064, 0.0057, 0.0052, 0.0049, 0.0045, 0.0041, 0.0037, 0.0034, 0.0030, 0.0027, 0.0025, 0.0023, 0.0019, 0.0016, 0.0014, 0.0012, 0.0010, 0.0009, 0.0007, 0.0006, 0.0004, 0.0004, 0.0003, 0.0002, 0.0001, 0.0001, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0013, 0.0029, 0.0037, 0.0041, 0.0042, 0.0080, 0.0095, 0.0162, 0.0240, 0.0319, 0.0367, 0.0444, 0.0503, 0.0488, 0.0486, 0.0503, 0.0534, 0.0570, 0.0601, 0.0642, 0.0637, 0.0598, 0.0550, 0.0541, 0.0575, 0.0623, 0.0667, 0.0676, 0.0667, 0.0666
0.0597, 0.0577, 0.0561, 0.0532, 0.0482, 0.0440, 0.0418, 0.0389, 0.0363, 0.0342, 0.0316, 0.0294, 0.0270, 0.0241, 0.0224, 0.0220, 0.0218, 0.0206, 0.0191, 0.0172, 0.0173, 0.0178, 0.0178, 0.0173, 0.0166, 0.0161, 0.0165, 0.0159, 0.0147, 0.0143, 0.0140, 0.0141, 0.0143, 0.0135, 0.0119, 0.0104, 0.0094, 0.0084, 0.0076, 0.0069, 0.0066, 0.0061, 0.0057, 0.0053, 0.0048, 0.0041, 0.0039, 0.0037, 0.0035, 0.0032, 0.0029, 0.0026, 0.0020, 0.0014, 0.0012, 0.0011, 0.0009, 0.0008, 0.0007, 0.0007, 0.0006, 0.0005, 0.0004, 0.0002, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0001, 0.0000, 0.0000, 0.0002, 0.0001, 0.0001, 0.0001, 0.0000, 0.0000, 0.0002, 0.0001, 0.0001, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0004, 0.0034, 0.0154, 0.0207, 0.0240, 0.0289, 0.0372, 0.0491, 0.0570, 0.0550, 0.0538, 0.0529, 0.0530, 0.0537, 0.0567, 0.0583, 0.0623, 0.0668, 0.0724, 0.0745, 0.0788, 0.0862, 0.0845, 0.0811, 0.0796, 0.0772
