 0.6044, 0.5993, 0.5978, 0.5996, 0.6009, 0.5922, 0.5883, 0.5847, 0.5746, 0.5619, 0.5478, 0.5318, 0.5159, 0.5015, 0.4951, 0.4849, 0.4734, 0.4592, 0.4414, 0.4207, 0.4027, 0.3941, 0.3818, 0.3732, 0.3656, 0.3546, 0.3449, 0.3363, 0.3213, 0.3086, 0.2935, 0.2713, 0.2564, 0.2413, 0.2321, 0.2198, 0.1952, 0.1808, 0.1660, 0.1564, 0.1454, 0.1299, 0.1220, 0.1134, 0.1026, 0.0927, 0.0800, 0.0658, 0.0526, 0.0435, 0.0350, 0.0238, 0.0171, 0.0119, 0.0081, 0.0070, 0.0056, 0.0045, 0.0034, 0.0022, 0.0011, 0.0003, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
 0.4886, 0.4853, 0.4789, 0.4756, 0.4711, 0.4699, 0.4625, 0.4589, 0.4482, 0.4426, 0.4403, 0.4370, 0.4321, 0.4287, 0.4226, 0.4198, 0.4160, 0.4092, 0.4022, 0.3954, 0.3837, 0.3669, 0.3580, 0.3461, 0.3430, 0.3453, 0.3440, 0.3368, 0.3262, 0.3091, 0.2975, 0.2785, 0.2524, 0.2156, 0.1830, 0.1694, 0.1619, 0.1549, 0.1442, 0.1285, 0.0964, 0.0838, 0.0777, 0.0750, 0.0741, 0.0725, 0.0714, 0.0671, 0.0623, 0.0580, 0.0517, 0.0386, 0.0288, 0.0221, 0.0166, 0.0120, 0.0101, 0.0089, 0.0078, 0.0056, 0.0034, 0.0013, 0.0002, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
 0.4306, 0.4309, 0.4283, 0.4265, 0.4279, 0.4276, 0.4240, 0.4234, 0.4185, 0.4155, 0.4116, 0.4061, 0.3975, 0.3914, 0.3888, 0.3866, 0.3831, 0.3778, 0.3723, 0.3666, 0.3623, 0.3498, 0.3370, 0.3275, 0.3151, 0.3086, 0.3098, 0.3110, 0.3078, 0.3017, 0.2900, 0.2672, 0.2249, 0.1868, 0.1632, 0.1462, 0.1304, 0.1160, 0.1015, 0.0915, 0.0879, 0.0836, 0.0770, 0.0719, 0.0653, 0.0599, 0.0555, 0.0503, 0.0441, 0.0370, 0.0269, 0.0174, 0.0153, 0.0138, 0.0099, 0.0070, 0.0045, 0.0017, 0.0008, 0.0002, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
 0.3559, 0.3617, 0.3616, 0.3605, 0.3590, 0.3578, 0.3545, 0.3518, 0.3497, 0.3443, 0.3420, 0.3357, 0.3276, 0.3211, 0.3117, 0.3001, 0.2931, 0.2823, 0.2697, 0.2582, 0.2512, 0.2449, 0.2379, 0.2300, 0.2219, 0.2097, 0.1986, 0.1907, 0.1829, 0.1735, 0.1643, 0.1528, 0.1374, 0.1241, 0.1175, 0.1115, 0.1043, 0.0987, 0.0947, 0.0903, 0.0838, 0.0760, 0.0709, 0.0672, 0.0649, 0.0626, 0.0596, 0.0555, 0.0495, 0.0431, 0.0378, 0.0308, 0.0211, 0.0166, 0.0147, 0.0136, 0.0123, 0.0104, 0.0090, 0.0082, 0.0074, 0.0065, 0.0056, 0.0046, 0.0042, 0.0033, 0.0019, 0.0010, 0.0007, 0.0007, 0.0006, 0.0008, 0.0009, 0.0009, 0.0009, 0.0009, 0.0009, 0.0008, 0.0007, 0.0007, 0.0007, 0.0007, 0.0007, 0.0006, 0.0006, 0.0006, 0.0006, 0.0005, 0.0005, 0.0005,
 0.2594, 0.2564, 0.2532, 0.2509, 0.2499, 0.2487, 0.2466, 0.2418, 0.2386, 0.2268, 0.2193, 0.2142, 0.2114, 0.2079, 0.2033, 0.1946, 0.1889, 0.1855, 0.1822, 0.1785, 0.1763, 0.1745, 0.1691, 0.1634, 0.1538, 0.1468, 0.1375, 0.1281, 0.1159, 0.1032, 0.0888, 0.0806, 0.0731, 0.0617, 0.0473, 0.0405, 0.0331, 0.0270, 0.0253, 0.0249, 0.0238, 0.0227, 0.0219, 0.0212, 0.0204, 0.0192, 0.0171, 0.0143, 0.0119, 0.0099, 0.0090, 0.0083, 0.0070, 0.0051, 0.0037, 0.0029, 0.0020, 0.0014, 0.0010, 0.0007, 0.0006, 0.0006, 0.0007, 0.0007, 0.0004, 0.0004, 0.0005, 0.0004, 0.0003, 0.0003, 0.0003, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
 0.1421, 0.1343, 0.1304, 0.1265, 0.1233, 0.1226, 0.1202, 0.1171, 0.1145, 0.1106, 0.1027, 0.0993, 0.0985, 0.0964, 0.0939, 0.0910, 0.0882, 0.0859, 0.0830, 0.0813, 0.0812, 0.0803, 0.0771, 0.0734, 0.0703, 0.0695, 0.0705, 0.0689, 0.0658, 0.0623, 0.0589, 0.0554, 0.0493, 0.0422, 0.0345, 0.0278, 0.0220, 0.0182, 0.0157, 0.0139, 0.0120, 0.0104, 0.0094, 0.0082, 0.0071, 0.0054, 0.0039, 0.0033, 0.0033, 0.0034, 0.0033, 0.0031, 0.0028, 0.0026, 0.0025, 0.0021, 0.0020, 0.0020, 0.0019, 0.0018, 0.0017, 0.0015, 0.0014, 0.0014, 0.0012, 0.0012, 0.0012, 0.0011, 0.0010, 0.0010, 0.0010, 0.0009, 0.0009, 0.0008, 0.0008, 0.0008, 0.0008, 0.0007, 0.0006, 0.0006, 0.0006, 0.0005, 0.0005, 0.0005, 0.0004, 0.0004, 0.0004, 0.0004, 0.0004, 0.0003,
 0.1745, 0.1680, 0.1604, 0.1550, 0.1515, 0.1532, 0.1549, 0.1566, 0.1549, 0.1532, 0.1499, 0.1465, 0.1434, 0.1409, 0.1373, 0.1348, 0.1326, 0.1294, 0.1243, 0.1190, 0.1142, 0.1113, 0.1096, 0.1066, 0.1024, 0.0939, 0.0814, 0.0688, 0.0621, 0.0522, 0.0430, 0.0391, 0.0356, 0.0298, 0.0222, 0.0146, 0.0076, 0.0023, 0.0004, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
 0.2587, 0.2591, 0.2562, 0.2512, 0.2473, 0.2455, 0.2465, 0.2498, 0.2500, 0.2479, 0.2472, 0.2462, 0.2443, 0.2411, 0.2378, 0.2328, 0.2259, 0.2211, 0.2165, 0.2127, 0.2073, 0.2018, 0.1969, 0.1902, 0.1787, 0.1609, 0.1460, 0.1387, 0.1304, 0.1204, 0.1133, 0.1063, 0.0978, 0.0899, 0.0818, 0.0725, 0.0614, 0.0508, 0.0442, 0.0380, 0.0316, 0.0204, 0.0102, 0.0075, 0.0044, 0.0012, 0.0002, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
 0.1621, 0.1602, 0.1604, 0.1568, 0.1519, 0.1478, 0.1474, 0.1469, 0.1474, 0.1480, 0.1479, 0.1489, 0.1491, 0.1476, 0.1456, 0.1441, 0.1434, 0.1432, 0.1428, 0.1414, 0.1380, 0.1350, 0.1289, 0.1240, 0.1194, 0.1145, 0.1065, 0.1022, 0.0965, 0.0895, 0.0819, 0.0765, 0.0730, 0.0601, 0.0470, 0.0346, 0.0259, 0.0166, 0.0106, 0.0053, 0.0029, 0.0026, 0.0027, 0.0026, 0.0025, 0.0024, 0.0022, 0.0021, 0.0019, 0.0018, 0.0017, 0.0017, 0.0016, 0.0016, 0.0014, 0.0013, 0.0012, 0.0012, 0.0011, 0.0011, 0.0010, 0.0010, 0.0010, 0.0009, 0.0009, 0.0008, 0.0007, 0.0007, 0.0007, 0.0007, 0.0006, 0.0006, 0.0005, 0.0005, 0.0004, 0.0003, 0.0002, 0.0002, 0.0002, 0.0002, 0.0002, 0.0002, 0.0002, 0.0002, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001,
 0.1301, 0.1257, 0.1201, 0.1175, 0.1160, 0.1102, 0.1025, 0.0954, 0.0921, 0.0902, 0.0872, 0.0846, 0.0828, 0.0812, 0.0797, 0.0794, 0.0813, 0.0835, 0.0841, 0.0840, 0.0837, 0.0832, 0.0813, 0.0788, 0.0773, 0.0759, 0.0706, 0.0648, 0.0603, 0.0549, 0.0465, 0.0423, 0.0388, 0.0355, 0.0304, 0.0234, 0.0186, 0.0134, 0.0094, 0.0056, 0.0041, 0.0033, 0.0041, 0.0044, 0.0032, 0.0027, 0.0026, 0.0031, 0.0028, 0.0022, 0.0025, 0.0029, 0.0029, 0.0026, 0.0025, 0.0019, 0.0017, 0.0017, 0.0020, 0.0016, 0.0010, 0.0016, 0.0018, 0.0013, 0.0010, 0.0009, 0.0009, 0.0008, 0.0009, 0.0015, 0.0010, 0.0007, 0.0009, 0.0014, 0.0016, 0.0010, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0004, 0.0004, 0.0004, 0.0004, 0.0003, 0.0003, 0.0003, 0.0003, 0.0003,
