0.0728,0.0704,0.0709,0.0646,0.0634,0.0632,0.0590,0.0597,0.0592,0.0593,0.0626,0.0610,0.0622,0.0629,0.0610,0.0579,0.0573,0.0594,0.0546,0.0480,0.0497,0.0484,0.0469,0.0408,0.0472,0.0460,0.0477,0.0469,0.0468,0.0441,0.0450,0.0433,0.0451,0.0429,0.0431
0.0824,0.0823,0.0776,0.0681,0.0679,0.0656,0.0648,0.0656,0.0656,0.0678,0.0707,0.0695,0.0693,0.0724,0.0722,0.0723,0.0744,0.0752,0.0643,0.0589,0.0657,0.0604,0.0587,0.0581,0.0626,0.0654,0.0648,0.0671,0.0665,0.0667,0.0666,0.0685,0.0680,0.0677,0.0718
0.0867,0.0885,0.0860,0.0757,0.0697,0.0646,0.0642,0.0675,0.0662,0.0701,0.0683,0.0643,0.0626,0.0600,0.0595,0.0657,0.0613,0.0614,0.0590,0.0568,0.0525,0.0556,0.0540,0.0567,0.0559,0.0538,0.0549,0.0555,0.0537,0.0568,0.0468,0.0489,0.0513,0.0526,0.0507
0.0849,0.0781,0.0796,0.0757,0.0662,0.0658,0.0619,0.0639,0.0607,0.0680,0.0534,0.0504,0.0519,0.0459,0.0407,0.0471,0.0473,0.0423,0.0450,0.0465,0.0370,0.0419,0.0402,0.0389,0.0368,0.0371,0.0388,0.0422,0.0365,0.0434,0.0303,0.0307,0.0351,0.0358,0.0307
0.2206,0.2046,0.1965,0.1923,0.2001,0.2052,0.2026,0.1928,0.2032,0.2090,0.1934,0.1960,0.2047,0.2071,0.2039,0.2126,0.1953,0.2033,0.1923,0.1933,0.1726,0.1899,0.1942,0.1918,0.1776,0.1711,0.1751,0.1765,0.1690,0.1625,0.1414,0.1464,0.1380,0.1488,0.1240
0.2782,0.2741,0.2584,0.2569,0.2587,0.2553,0.2535,0.2462,0.2458,0.2303,0.2197,0.2121,0.1943,0.1896,0.1987,0.1987,0.1923,0.1870,0.1947,0.1929,0.1807,0.1860,0.1907,0.1954,0.1934,0.1853,0.1711,0.1606,0.1580,0.1613,0.1381,0.1455,0.1339,0.1371,0.1174
0.3064,0.2855,0.2698,0.2627,0.2582,0.2523,0.2436,0.2383,0.2334,0.2282,0.2232,0.2199,0.1927,0.1914,0.1770,0.1725,0.1719,0.1691,0.1686,0.1684,0.1652,0.1591,0.1634,0.1576,0.1511,0.1473,0.1472,0.1320,0.1204,0.1078,0.1007,0.0958,0.0891,0.0790,0.0711
0.2812,0.2713,0.2577,0.2554,0.2519,0.2477,0.2432,0.2333,0.2223,0.2215,0.2143,0.2101,0.2060,0.1908,0.1832,0.1815,0.1720,0.1615,0.1591,0.1603,0.1535,0.1505,0.1471,0.1421,0.1418,0.1360,0.1370,0.1318,0.1210,0.1179,0.1183,0.1078,0.1003,0.0942,0.0791
0.3607,0.3590,0.3512,0.3469,0.3394,0.3385,0.3374,0.3286,0.3120,0.3043,0.2956,0.2860,0.2880,0.2386,0.2470,0.2713,0.2630,0.2410,0.2202,0.2214,0.2171,0.2110,0.2102,0.2048,0.2002,0.1900,0.1862,0.1905,0.1828,0.1707,0.1653,0.1599,0.1524,0.1514,0.1529
0.3891,0.3851,0.3806,0.3740,0.3671,0.3605,0.3566,0.3497,0.3452,0.3469,0.3464,0.3430,0.3438,0.2988,0.3000,0.3159,0.3148,0.3131,0.2955,0.3108,0.3158,0.3180,0.3159,0.3098,0.3078,0.3094,0.3053,0.3077,0.3061,0.2904,0.2799,0.2695,0.2575,0.2415,0.2365
0.3792,0.3731,0.3753,0.3678,0.3717,0.3741,0.3629,0.3587,0.3401,0.3560,0.3565,0.3595,0.3530,0.3503,0.3320,0.3012,0.3075,0.3151,0.3099,0.3086,0.3128,0.3098,0.3085,0.3075,0.3050,0.3044,0.2969,0.3054,0.3089,0.3029,0.2936,0.2876,0.2825,0.2731,0.2834
0.3396,0.3389,0.3290,0.3307,0.3325,0.3280,0.3251,0.3226,0.3122,0.3142,0.3194,0.3173,0.3107,0.3058,0.3100,0.2835,0.2749,0.2961,0.2908,0.2786,0.2746,0.2704,0.2716,0.2667,0.2594,0.2516,0.2463,0.2517,0.2589,0.2634,0.2509,0.2446,0.2385,0.2441,0.2406
0.2697,0.2689,0.2491,0.2646,0.2525,0.2522,0.2558,0.2549,0.2545,0.2483,0.2502,0.2481,0.2462,0.2399,0.2364,0.2469,0.2319,0.2311,0.2356,0.2324,0.2252,0.2135,0.2109,0.2051,0.2034,0.2089,0.2018,0.2006,0.1941,0.1885,0.1873,0.1773,0.1738,0.1766,0.1697
0.2281,0.2304,0.1964,0.2104,0.2109,0.2113,0.2034,0.2048,0.2029,0.1998,0.1950,0.1898,0.1866,0.1796,0.1748,0.1700,0.1735,0.1692,0.1584,0.1613,0.1575,0.1533,0.1329,0.1308,0.1306,0.1323,0.1258,0.1175,0.1138,0.1065,0.1016,0.0954,0.0917,0.0841,0.0825
0.2014,0.1990,0.1893,0.1750,0.1768,0.1817,0.1801,0.1828,0.1847,0.1841,0.1806,0.1780,0.1736,0.1760,0.1670,0.1599,0.1565,0.1574,0.1553,0.1547,0.1471,0.1366,0.1209,0.1122,0.1170,0.1171,0.1131,0.1114,0.1136,0.1137,0.1043,0.0998,0.1003,0.1050,0.1057
0.1374,0.1314,0.1289,0.1213,0.0961,0.0962,0.0982,0.1015,0.1041,0.1041,0.1020,0.1001,0.1001,0.0985,0.0955,0.1002,0.0998,0.0993,0.0986,0.0958,0.0912,0.0782,0.0701,0.0680,0.0688,0.0669,0.0666,0.0659,0.0657,0.0673,0.0524,0.0588,0.0587,0.0595,0.0599
0.1499,0.1406,0.1349,0.1333,0.1265,0.1097,0.1060,0.1044,0.0974,0.0810,0.0760,0.0727,0.0701,0.0605,0.0598,0.0531,0.0530,0.0508,0.0479,0.0448,0.0420,0.0348,0.0272,0.0235,0.0236,0.0228,0.0218,0.0195,0.0179,0.0186,0.0149,0.0124,0.0122,0.0114,0.0095
0.1372,0.1294,0.1213,0.1240,0.1217,0.1094,0.1050,0.1045,0.0983,0.0866,0.0794,0.0770,0.0727,0.0725,0.0740,0.0738,0.0735,0.0702,0.0631,0.0650,0.0628,0.0550,0.0423,0.0391,0.0410,0.0415,0.0359,0.0359,0.0328,0.0314,0.0303,0.0348,0.0296,0.0327,0.0318
0.0441,0.0436,0.0422,0.0427,0.0420,0.0417,0.0416,0.0414,0.0430,0.0407,0.0392,0.0403,0.0364,0.0395,0.0366,0.0372,0.0393,0.0375,0.0349,0.0323,0.0315,0.0357,0.0328,0.0338,0.0332,0.0317,0.0286,0.0297,0.0305,0.0294,0.0307,0.0323,0.0303,0.0301,0.0288
0.5000,0.5043,0.5035,0.5146,0.5185,0.5201,0.5243,0.5247,0.5254,0.5191,0.5159,0.5110,0.4947,0.4864,0.5011,0.5173,0.5127,0.5253,0.5199,0.5231,0.5251,0.5239,0.5203,0.4945,0.5051,0.5001,0.4978,0.5021,0.5036,0.4917,0.4929,0.4810,0.4781,0.4788,0.4815
0.6464,0.6403,0.6362,0.6547,0.6453,0.6468,0.6490,0.6599,0.6644,0.6601,0.6563,0.6449,0.6111,0.6133,0.6212,0.6340,0.6417,0.6403,0.6445,0.6257,0.6222,0.6323,0.6343,0.6173,0.5747,0.5919,0.5768,0.5751,0.5795,0.5750,0.5512,0.5365,0.5191,0.4932,0.4937
0.6306,0.6395,0.6466,0.6474,0.6318,0.6229,0.6177,0.6250,0.6094,0.6079,0.6161,0.6306,0.6360,0.6045,0.6183,0.6046,0.6057,0.6156,0.6195,0.6059,0.5915,0.6047,0.5976,0.5862,0.5727,0.5643,0.5187,0.5150,0.5054,0.5048,0.4941,0.4925,0.4684,0.4309,0.4194
0.5226,0.5135,0.4953,0.5016,0.4922,0.4791,0.4693,0.4678,0.4524,0.4582,0.4620,0.4657,0.4704,0.4532,0.4575,0.4318,0.4223,0.4134,0.3935,0.3870,0.3805,0.3695,0.3471,0.3391,0.3346,0.3225,0.3052,0.3010,0.2955,0.2832,0.2759,0.2766,0.2555,0.2407,0.2275
0.4442,0.4251,0.4096,0.4045,0.3880,0.3711,0.3688,0.3591,0.3538,0.3482,0.3464,0.3489,0.3448,0.3348,0.3217,0.3128,0.3034,0.2860,0.2675,0.2475,0.2379,0.2293,0.2152,0.2134,0.2048,0.1895,0.1803,0.1607,0.1534,0.1448,0.1337,0.1270,0.1212,0.1181,0.1105
0.3688,0.3528,0.3420,0.3294,0.3232,0.3057,0.2873,0.2780,0.2665,0.2551,0.2502,0.2480,0.2441,0.2095,0.2049,0.1800,0.1824,0.1629,0.1465,0.1260,0.1112,0.1074,0.0983,0.0910,0.0864,0.0821,0.0766,0.0704,0.0624,0.0532,0.0484,0.0450,0.0421,0.0376,0.0373
